id,event_id,league_name,home_team,away_team,event_time,bet_type,selection,handicap,odds,fair_odds,estimated_roi,result,profit,created_at,updated_at,actual_result
87,180194890,Czech Liga Pro,Jiri Plachy,Tomas Barta,2025-08-26 22:30:00,Total,Over O 76.5,76.5,1.83,1.5384615384615383,18.95000000000001,1.0,0.8300000000000001,2025-08-26 21:14:38,2025-08-27 12:56:03,82
88,180194892,Czech Liga Pro,Karel Brozik,Michal Regner,2025-08-26 22:30:00,Total,Under U 77.5,77.5,1.83,1.4285714285714286,28.09999999999999,,,2025-08-26 21:14:38,2025-08-26 21:14:38,
89,180194893,Czech Liga Pro,Oleksandr Kolisnyk,Sebastian Kasnik,2025-08-26 22:30:00,To Win,Away,,2.0,1.6129032258064517,24.0,1.0,1.0,2025-08-26 21:14:38,2025-08-27 12:56:03,Sebastian Kasnik
90,180257844,Czech Liga Pro,David Tomasch,Jiri Havel,2025-08-27 02:00:00,To Win,Away,,2.25,1.4285714285714286,57.49999999999999,1.0,1.25,2025-08-26 21:14:38,2025-08-27 12:56:03,Jiri Havel
91,180257845,Czech Liga Pro,Rostislav Hasmanda,Jan Steffan,2025-08-27 02:00:00,Total,Under U 75.5,75.5,1.83,1.25,46.40000000000002,,,2025-08-26 21:14:38,2025-08-26 21:14:38,
92,180257848,Czech Liga Pro,Matej Pycha,Jiri Grohsgott,2025-08-27 02:30:00,To Win,Home,,1.9,1.2658227848101267,50.09999999999998,1.0,0.8999999999999999,2025-08-26 21:14:39,2025-08-27 12:56:03,Matej Pycha
93,180257848,Czech Liga Pro,Matej Pycha,Jiri Grohsgott,2025-08-27 02:30:00,Total,Under U 76.5,76.5,1.83,1.5384615384615383,18.95000000000001,1.0,0.8300000000000001,2025-08-26 21:14:39,2025-08-27 12:56:03,48
94,180257849,Czech Liga Pro,Jiri Buryan,Tomas Kucera,2025-08-27 02:30:00,Total,Under U 75.5,75.5,1.83,1.1111111111111112,64.70000000000002,1.0,0.8300000000000001,2025-08-26 21:14:39,2025-08-27 12:56:03,59
95,180257850,Czech Liga Pro,Lubor Sulava,Vaclav Hruska Snr,2025-08-27 02:30:00,Total,Under U 77.5,77.5,1.83,1.4285714285714286,28.09999999999999,,,2025-08-26 21:14:39,2025-08-26 21:14:39,
96,180257853,Czech Liga Pro,Milan Chalupnicek,Matej Pycha,2025-08-27 03:00:00,To Win,Away,,1.72,1.2658227848101267,35.87999999999999,1.0,0.72,2025-08-26 21:14:39,2025-08-27 12:56:03,Matej Pycha
97,180257854,Czech Liga Pro,Jiri Havel,Jiri Buryan,2025-08-27 03:00:00,To Win,Home,,2.25,1.4285714285714286,57.49999999999999,0.0,-1.0,2025-08-26 21:14:39,2025-08-27 12:56:03,Jiri Buryan
98,180257855,Czech Liga Pro,Jan Steffan,Lubor Sulava,2025-08-27 03:00:00,Total,Under U 76.5,76.5,1.83,1.3333333333333333,37.25000000000001,0.0,-1.0,2025-08-26 21:14:39,2025-08-27 12:56:03,93
99,180257856,Czech Liga Pro,Ladislav Havel 1956,Jaroslav Strnad 1964,2025-08-27 03:00:00,To Win,Away,,3.5,2.0,75.0,0.0,-1.0,2025-08-26 21:14:39,2025-08-27 12:56:03,Ladislav Havel 1956
100,180257859,Czech Liga Pro,Tomas Kucera,David Tomasch,2025-08-27 03:30:00,Total,Under U 76.5,76.5,1.83,1.25,46.40000000000002,0.0,-1.0,2025-08-26 21:14:40,2025-08-27 12:56:03,96
101,180257861,Czech Liga Pro,Zdenek Kasinski,Tomas Regner,2025-08-27 03:30:00,To Win,Away,,1.61,1.2658227848101267,27.189999999999998,1.0,0.6100000000000001,2025-08-26 21:14:40,2025-08-27 12:56:03,Tomas Regner
