id,event_id,league_name,home_team,away_team,event_time,bet_type,selection,handicap,odds,fair_odds,estimated_roi,result,profit,created_at,updated_at,actual_result,home_elo_at_bet,away_elo_at_bet,elo_prob_home,implied_prob,bet_edge,min_roi_required,bet_decision_reason,player_form_home,player_form_away,h2h_summary,bet_timestamp
234,182955360,Czech Liga Pro,Mihail Trinta,Dmitro Parhomenko,2025-10-14T12:30:00,Total,Under U 76.5,76.5,1.83,1.5584415584415583,17.42500000000001,0.0,-1.0,2025-10-13 14:17:47,2025-10-14 14:18:00,92 games,1547.7170044789611,1466.9153236466086,0.6142308886970071,0.5464480874316939,0.09521857923497279,15.0,Aceita: Under em Jogo Parelho com ROI 17.43% >= 15%,N/A,N/A,N/A,2025-10-13T14:17:30.940463
235,182955361,Czech Liga Pro,Jiri Stach,Vaclav Zidek,2025-10-14T12:30:00,Total,Under U 75.5,75.5,1.9,1.3943217665615142,36.26696832579185,0.0,-1.0,2025-10-13 14:17:47,2025-10-14 14:18:00,93 games,1486.755932467818,1535.5659150586366,0.4302152861169054,0.5263157894736842,0.19087878066206243,15.0,Aceita: Under em Jogo Parelho com ROI 36.27% >= 15%,N/A,N/A,N/A,2025-10-13T14:17:31.086995
236,182955365,Czech Liga Pro,Jiri Grohsgott,Stanislav Mazanek,2025-10-14T14:00:00,Total,Under U 75.5,75.5,1.83,1.5584415584415585,17.42499999999999,0.0,-1.0,2025-10-13 14:17:47,2025-10-14 20:17:22,84 games,1471.6686266991726,1456.71546246931,0.521506056046989,0.5464480874316939,0.09521857923497268,15.0,Aceita: Under em Jogo Parelho com ROI 17.42% >= 15%,N/A,N/A,N/A,2025-10-13T14:17:31.517180
237,182955380,Czech Liga Pro,Martin Stefek,Tomas Hrabec,2025-10-14T15:00:00,Total,Over O 75.5,75.5,1.83,1.565217391304348,16.916666666666657,1.0,0.8300000000000001,2025-10-13 14:17:47,2025-10-14 20:17:23,110 games,1552.5784376642064,1526.2895130260226,0.5377607675219025,0.5464480874316939,0.09244080145719491,15.0,Aceita: Over em Jogo Desequilibrado com ROI 16.92% >= 15%,N/A,N/A,N/A,2025-10-13T14:17:32.422173
238,182955400,Czech Liga Pro,Yurii Holovatiuk,Frantisek Briza,2025-10-14T18:00:00,Total,Under U 77.5,77.5,1.83,1.5686274509803924,16.66249999999999,0.0,-1.0,2025-10-13 14:17:47,2025-10-14 20:17:24,98 games,1440.4383393857165,1502.0747839448666,0.41221700639068054,0.5464480874316939,0.09105191256830603,15.0,Aceita: Under em Jogo Parelho com ROI 16.66% >= 15%,N/A,N/A,N/A,2025-10-13T14:17:34.688203
239,182955407,Czech Liga Pro,Erik Mares,Zdenek Bilek,2025-10-14T18:30:00,Total,Over O 77.5,77.5,1.83,1.5223880597014925,20.205882352941185,1.0,0.8300000000000001,2025-10-13 14:17:47,2025-10-14 20:17:24,88 games,1581.895587248869,1535.5238595277397,0.566340819032906,0.5464480874316939,0.11041465766634528,20.0,Aceita: Over em Jogo Parelho com ROI 20.21% >= 20%,N/A,N/A,N/A,2025-10-13T14:17:35.221391
240,182955408,Czech Liga Pro,Lukas Martinak,Evzen Rychlik,2025-10-14T18:30:00,Total,Under U 77.5,77.5,1.83,1.4190871369294604,28.956140350877202,1.0,0.8300000000000001,2025-10-13 14:17:47,2025-10-14 20:17:24,67 games,1481.532253703271,1524.9106176764546,0.43789587970651767,0.5464480874316939,0.15823027514140553,15.0,Aceita: Under em Jogo Parelho com ROI 28.96% >= 15%,N/A,N/A,N/A,2025-10-13T14:17:35.400137
241,182955410,Czech Liga Pro,Jaroslav Prokupek,Tomas Dousa,2025-10-14T19:00:00,Total,Over O 76.5,76.5,1.83,1.259259259259259,45.32352941176472,0.0,-1.0,2025-10-13 14:17:47,2025-10-14 20:17:25,75 games,1433.289973750185,1521.8885264194807,0.3751901811151068,0.5464480874316939,0.24766955962712967,20.0,Aceita: Over em Jogo Parelho com ROI 45.32% >= 20%,N/A,N/A,N/A,2025-10-13T14:17:35.464584
242,182955413,Czech Liga Pro,Jan Zajicek,Erik Mares,2025-10-14T19:00:00,Total,Under U 77.5,77.5,1.83,1.4782608695652173,23.794117647058833,0.0,-1.0,2025-10-13 14:17:47,2025-10-14 20:17:25,84 games,1530.4676386905035,1581.895587248869,0.42652507154465236,0.5464480874316939,0.13002250080360023,15.0,Aceita: Under em Jogo Parelho com ROI 23.79% >= 15%,N/A,N/A,N/A,2025-10-13T14:17:35.631463
243,182955418,Czech Liga Pro,Tibor Kolenic,Yurii Holovatiuk,2025-10-14T19:30:00,Total,Under U 76.5,76.5,1.83,1.5686274509803924,16.66249999999999,1.0,0.8300000000000001,2025-10-13 14:17:47,2025-10-14 20:17:25,74 games,1511.9411994938362,1440.4383393857165,0.6014723175322616,0.5464480874316939,0.09105191256830603,15.0,Aceita: Under em Jogo Parelho com ROI 16.66% >= 15%,N/A,N/A,N/A,2025-10-13T14:17:36.012234
244,182955422,Czech Liga Pro,Tomas Barta,Tomas Dousa,2025-10-14T20:00:00,Total,Over O 77.5,77.5,1.83,1.2666666666666666,44.47368421052632,0.0,-1.0,2025-10-13 14:17:47,2025-10-15 08:21:56,76 games,1484.0042365800325,1521.8885264194807,0.44569517604417647,0.5464480874316939,0.2430255967788324,20.0,Aceita: Over em Jogo Parelho com ROI 44.47% >= 20%,N/A,N/A,N/A,2025-10-13T14:17:36.302058
245,182955429,Czech Liga Pro,Frantisek Briza,Tibor Kolenic,2025-10-14T20:30:00,Total,Under U 77.5,77.5,1.83,1.5384615384615383,18.95000000000001,1.0,0.8300000000000001,2025-10-13 14:17:47,2025-10-15 08:21:56,57 games,1502.0747839448666,1511.9411994938362,0.4858049022574261,0.5464480874316939,0.10355191256830609,15.0,Aceita: Under em Jogo Parelho com ROI 18.95% >= 15%,N/A,N/A,N/A,2025-10-13T14:17:36.859153
246,182955433,Czech Liga Pro,Milan Smesny,Jiri Grohsgott,2025-10-14T22:00:00,Total,Under U 76.5,76.5,1.83,1.5434083601286173,18.568750000000012,1.0,0.8300000000000001,2025-10-13 14:17:47,2025-10-15 08:21:57,67 games,1539.4725255168382,1471.6686266991726,0.5963574716975325,0.5464480874316939,0.10146857923497277,15.0,Aceita: Under em Jogo Parelho com ROI 18.57% >= 15%,N/A,N/A,N/A,2025-10-13T14:17:37.365930
247,182955437,Czech Liga Pro,Jaromir Cernik,Stanislav Mazanek,2025-10-14T22:30:00,Total,Under U 77.5,77.5,1.83,1.5384615384615383,18.95000000000001,1.0,0.8300000000000001,2025-10-13 14:17:47,2025-10-15 08:21:58,68 games,1544.669641354595,1456.71546246931,0.6239398705137302,0.5464480874316939,0.10355191256830609,15.0,Aceita: Under em Jogo Parelho com ROI 18.95% >= 15%,N/A,N/A,N/A,2025-10-13T14:17:37.701604
248,182955450,Czech Liga Pro,Jiri Grohsgott,Jaromir Cernik,2025-10-15T00:30:00,Total,Under U 75.5,75.5,1.83,1.4457831325301205,26.575000000000003,1.0,0.8300000000000001,2025-10-13 14:17:47,2025-10-15 08:21:58,61 games,1471.6686266991726,1544.669641354595,0.39646228388044424,0.5464480874316939,0.14521857923497272,15.0,Aceita: Under em Jogo Parelho com ROI 26.58% >= 15%,N/A,N/A,N/A,2025-10-13T14:17:39.530838
301,182964864,Czech Liga Pro,Tomas Hrabec,Ivo Taichman,2025-10-14T14:30:00,Total,Over O 76.5,76.5,1.9,1.309090909090909,45.13888888888887,1.0,0.8999999999999999,2025-10-13 20:17:28,2025-10-14 20:17:22,88 games,1526.2895130260226,1492.557597627575,0.5483921736349643,0.5263157894736842,0.23757309941520466,20.0,Aceita: Over em Jogo Parelho com ROI 45.14% >= 20%,N/A,N/A,N/A,2025-10-13T20:17:24.842807
302,182964865,Czech Liga Pro,Ivo Taichman,David Mikula,2025-10-14T15:30:00,Total,Over O 77.5,77.5,1.83,1.5135135135135136,20.91071428571428,1.0,0.8300000000000001,2025-10-13 20:17:28,2025-10-14 20:17:23,96 games,1492.557597627575,1432.1285678033664,0.5860979218582542,0.5464480874316939,0.11426619828259177,20.0,Aceita: Over em Jogo Parelho com ROI 20.91% >= 20%,N/A,N/A,N/A,2025-10-13T20:17:24.915100
323,183015011,Czech Liga Pro,Vratislav Petracek,Oleksandr Kolisnyk,2025-10-15T06:00:00,Total,Over O 77.5,77.5,1.83,1.4816513761467889,23.5108359133127,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 08:21:59,78 games,1502.7792155347006,1559.9002612891436,0.4185289381702563,0.5464480874316939,0.12847451318750114,20.0,Aceita: Over em Jogo Parelho com ROI 23.51% >= 20%,N/A,N/A,N/A,2025-10-14T14:17:38.671670
324,183015014,Czech Liga Pro,Miroslav Tuma,Tomas Regner,2025-10-15T06:00:00,Total,Under U 76.5,76.5,1.83,1.4041570438799076,30.327302631578956,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 08:21:59,72 games,1597.5892595067908,1414.953000601422,0.7410319060983293,0.5464480874316939,0.16572296519988505,25.0,Aceita: Under em Jogo Desequilibrado com ROI 30.33% >= 25%,N/A,N/A,N/A,2025-10-14T14:17:39.082469
325,183015021,Czech Liga Pro,Matej Pycha,Cesta Havrda,2025-10-15T06:30:00,Total,Under U 77.5,77.5,1.83,1.487603305785124,23.016666666666687,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 08:22:00,57 games,1458.8867638549052,1415.8395475642383,0.5616348572741972,0.5464480874316939,0.12577413479052835,15.0,Aceita: Under em Jogo Parelho com ROI 23.02% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:39.565682
326,183015025,Czech Liga Pro,Oleksandr Kolisnyk,Tomas Postelt,2025-10-15T07:00:00,Total,Over O 75.5,75.5,1.83,1.511111111111111,21.10294117647059,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 08:22:01,78 games,1559.9002612891436,1536.392720121597,0.5337785420188141,0.5464480874316939,0.11531661845065899,20.0,Aceita: Over em Jogo Parelho com ROI 21.10% >= 20%,N/A,N/A,N/A,2025-10-14T14:17:39.900239
327,183015026,Czech Liga Pro,Pavel Sprynar,Matej Pycha,2025-10-15T07:00:00,Total,Over O 71.5,71.5,1.83,1.5354330708661417,19.184615384615388,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 08:22:03,101 games,1424.5033147815711,1458.8867638549052,0.45067914667474307,0.5464480874316939,0.10483396385035737,15.0,Aceita: Over em Jogo Desequilibrado com ROI 19.18% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:40.073004
328,183015031,Czech Liga Pro,Ivo Taichman,Tadeas Hanak,2025-10-15T07:00:00,Total,Over O 77.5,77.5,1.83,1.411764705882353,29.62499999999999,0.0,-1.0,2025-10-14 14:17:56,2025-10-15 08:22:03,63 games,1492.557597627575,1469.207052670455,0.5335536306210577,0.5464480874316939,0.16188524590163933,20.0,Aceita: Over em Jogo Parelho com ROI 29.62% >= 20%,N/A,N/A,N/A,2025-10-14T14:17:40.441730
329,183015037,Czech Liga Pro,Ladislav Sulgan,Adam Kudelka,2025-10-15T07:30:00,Total,Under U 76.5,76.5,1.83,1.3928571428571428,31.384615384615387,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 08:22:04,52 games,1441.7941736284079,1536.5317351764397,0.3669431627058377,0.5464480874316939,0.17150063051702402,15.0,Aceita: Under em Jogo Parelho com ROI 31.38% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:41.206329
330,183015044,Czech Liga Pro,Oleksandr Kolisnyk,Erik Mares,2025-10-15T08:30:00,Total,Over O 77.5,77.5,1.83,1.3076923076923077,39.94117647058823,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 14:17:55,95 games,1559.9002612891436,1559.2782851856555,0.5008950946088616,0.5464480874316939,0.2182577949212472,20.0,Aceita: Over em Jogo Parelho com ROI 39.94% >= 20%,N/A,N/A,N/A,2025-10-14T14:17:42.004201
331,183015050,Czech Liga Pro,Tomas Barta,Josef Belovsky,2025-10-15T10:00:00,Total,Over O 77.5,77.5,1.83,1.4615384615384615,25.210526315789483,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 14:17:56,79 games,1484.0042365800325,1468.5673761386522,0.5222008209942828,0.5464480874316939,0.13776243888409556,20.0,Aceita: Over em Jogo Parelho com ROI 25.21% >= 20%,N/A,N/A,N/A,2025-10-14T14:17:42.680837
332,183015057,Czech Liga Pro,Matej Pycha,Pavel Sprynar,2025-10-15T10:30:00,Total,Over O 71.5,71.5,1.83,1.5354330708661417,19.184615384615388,0.0,-1.0,2025-10-14 14:17:56,2025-10-15 14:17:56,54 games,1458.8867638549052,1424.5033147815711,0.549320853325257,0.5464480874316939,0.10483396385035737,15.0,Aceita: Over em Jogo Desequilibrado com ROI 19.18% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:43.327707
333,183015062,Czech Liga Pro,Josef Belovsky,Marek Kostal,2025-10-15T11:00:00,Total,Over O 77.5,77.5,1.83,1.4615384615384615,25.210526315789483,0.0,-1.0,2025-10-14 14:17:56,2025-10-15 14:17:57,55 games,1468.5673761386522,1468.2936117274944,0.5003939785760403,0.5464480874316939,0.13776243888409556,20.0,Aceita: Over em Jogo Parelho com ROI 25.21% >= 20%,N/A,N/A,N/A,2025-10-14T14:17:43.705425
334,183015089,Czech Liga Pro,Tomas Regner,Pavel Berdych,2025-10-15T14:30:00,Total,Under U 77.5,77.5,1.83,1.391941391941392,31.47105263157893,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 20:17:59,52 games,1414.953000601422,1534.5273171405993,0.33440576729182125,0.5464480874316939,0.17197296519988492,25.0,Aceita: Under em Jogo Desequilibrado com ROI 31.47% >= 25%,N/A,N/A,N/A,2025-10-14T14:17:46.381954
335,183015091,Czech Liga Pro,Tomas Dousa,Jiri Plachy,2025-10-15T14:30:00,Total,Over O 77.5,77.5,1.83,1.5199999999999998,20.394736842105278,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 20:17:59,91 games,1521.8885264194807,1525.6985542245989,0.4945171490131493,0.5464480874316939,0.11144664941041138,20.0,Aceita: Over em Jogo Parelho com ROI 20.39% >= 20%,N/A,N/A,N/A,2025-10-14T14:17:46.614860
336,183015103,Czech Liga Pro,Jiri Plachy,Jaroslav Prokupek,2025-10-15T15:30:00,Total,Under U 77.5,77.5,1.83,1.5717761557177614,16.428792569659457,0.0,-1.0,2025-10-14 14:17:56,2025-10-15 20:18:00,88 games,1525.6985542245989,1454.8194843357023,0.6006112718336966,0.5464480874316939,0.08977482278502436,15.0,Aceita: Under em Jogo Parelho com ROI 16.43% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:47.643613
337,183015104,Czech Liga Pro,Martin Sobisek,Adam Brazda,2025-10-15T15:30:00,Total,Over O 73.5,73.5,1.83,1.518987341772152,20.474999999999998,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 20:18:01,87 games,1538.450665146221,1515.200310887976,0.5334100911662539,0.5464480874316939,0.1118852459016394,15.0,Aceita: Over em Jogo Desequilibrado com ROI 20.47% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:47.696445
338,183015109,Czech Liga Pro,Jaroslav Prokupek,Tomas Dousa,2025-10-15T16:00:00,Total,Over O 76.5,76.5,1.83,1.4166666666666667,29.176470588235293,0.0,-1.0,2025-10-14 14:17:56,2025-10-15 20:18:02,55 games,1454.8194843357023,1521.8885264194807,0.4046612096843845,0.5464480874316939,0.15943426550948248,20.0,Aceita: Over em Jogo Parelho com ROI 29.18% >= 20%,N/A,N/A,N/A,2025-10-14T14:17:48.156233
339,183015130,Czech Liga Pro,Jiri Plachy,Tomas Dousa,2025-10-15T19:00:00,Total,Over O 77.5,77.5,1.83,1.5199999999999998,20.394736842105278,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 20:18:09,78 games,1525.6985542245989,1521.8885264194807,0.5054828509868508,0.5464480874316939,0.11144664941041138,20.0,Aceita: Over em Jogo Parelho com ROI 20.39% >= 20%,N/A,N/A,N/A,2025-10-14T14:17:50.085965
340,183015133,Czech Liga Pro,Michal Vedmoch,Yurii Holovatiuk,2025-10-15T19:30:00,Total,Under U 77.5,77.5,1.83,1.468599033816425,24.608552631578963,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-15 20:18:09,57 games,1415.885847028881,1440.4383393857165,0.46472482425170347,0.5464480874316939,0.13447296519988505,15.0,Aceita: Under em Jogo Parelho com ROI 24.61% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:50.438598
341,183015140,Czech Liga Pro,Tomas Janata,Tomas Dousa,2025-10-15T20:00:00,Total,Over O 77.5,77.5,1.83,1.1428571428571428,60.12500000000001,0.0,-1.0,2025-10-14 14:17:56,2025-10-15 20:18:10,59 games,1531.2804870313184,1521.8885264194807,0.5135128265098676,0.5464480874316939,0.32855191256830607,20.0,Aceita: Over em Jogo Parelho com ROI 60.13% >= 20%,N/A,N/A,N/A,2025-10-14T14:17:50.944506
342,183015143,Czech Liga Pro,Vaclav Dolezal,Lubor Sulava,2025-10-15T20:30:00,Total,Under U 73.5,73.5,1.83,1.4364640883977902,27.396153846153847,0.0,-1.0,2025-10-14 14:17:56,2025-10-16 08:22:22,84 games,1498.4441795749308,1539.4450240173,0.4412674321927334,0.5464480874316939,0.1497057587221522,25.0,Aceita: Under em Jogo Desequilibrado com ROI 27.40% >= 25%,N/A,N/A,N/A,2025-10-14T14:17:51.341776
343,183015149,Czech Liga Pro,Dmitro Parhomenko,Frantisek Briza,2025-10-15T22:00:00,Total,Under U 77.5,77.5,1.83,1.348314606741573,35.72500000000001,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-16 08:22:22,76 games,1466.9153236466086,1502.0747839448666,0.4495734885674766,0.5464480874316939,0.19521857923497277,15.0,Aceita: Under em Jogo Parelho com ROI 35.73% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:52.103881
344,183015153,Czech Liga Pro,Jaroslav Bresky,Marek Kostal,2025-10-15T22:30:00,Total,Over O 77.5,77.5,1.83,1.2666666666666666,44.47368421052632,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-16 08:22:22,99 games,1486.3668564084467,1468.2936117274944,0.5259860548940618,0.5464480874316939,0.2430255967788324,20.0,Aceita: Over em Jogo Parelho com ROI 44.47% >= 20%,N/A,N/A,N/A,2025-10-14T14:17:52.344939
345,183015156,Czech Liga Pro,Tomas Postelt,Oleksandr Kolisnyk,2025-10-15T23:00:00,Total,Over O 75.5,75.5,1.83,1.511111111111111,21.10294117647059,,,2025-10-14 14:17:56,2025-10-14 14:17:56,,1536.392720121597,1559.9002612891436,0.4662214579811859,0.5464480874316939,0.11531661845065899,15.0,Aceita: Over em Jogo Desequilibrado com ROI 21.10% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:52.751017
346,183015159,Czech Liga Pro,Dmitro Parhomenko,Radim Pavelka,2025-10-15T23:30:00,Total,Under U 76.5,76.5,1.83,1.4457831325301205,26.575000000000003,,,2025-10-14 14:17:56,2025-10-14 14:17:56,,1466.9153236466086,1467.7418500663537,0.4988105351106873,0.5464480874316939,0.14521857923497272,25.0,Aceita: Under em Jogo Desequilibrado com ROI 26.58% >= 25%,N/A,N/A,N/A,2025-10-14T14:17:53.167265
347,183015161,Czech Liga Pro,Tomas Barta,Jaroslav Bresky,2025-10-15T23:30:00,Total,Over O 77.5,77.5,1.83,1.2666666666666666,44.47368421052632,0.0,-1.0,2025-10-14 14:17:56,2025-10-16 08:22:23,65 games,1484.0042365800325,1486.3668564084467,0.49659996915988924,0.5464480874316939,0.2430255967788324,15.0,Aceita: Over em Jogo Desequilibrado com ROI 44.47% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:53.400101
348,183015162,Czech Liga Pro,Oleksandr Kolisnyk,Jakub Kycelt,2025-10-16T00:00:00,Total,Over O 77.5,77.5,1.83,1.511111111111111,21.10294117647059,,,2025-10-14 14:17:56,2025-10-14 14:17:56,,1559.9002612891436,1491.7344101241151,0.5968589167343907,0.5464480874316939,0.11531661845065899,15.0,Aceita: Over em Jogo Desequilibrado com ROI 21.10% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:53.547287
349,183015167,Czech Liga Pro,Jiri Dedek,Jaroslav Bresky,2025-10-16T00:30:00,Total,Over O 77.5,77.5,1.83,1.5,21.999999999999996,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-16 08:22:23,93 games,1561.6094502476378,1486.3668564084467,0.6066211186558906,0.5464480874316939,0.1202185792349727,15.0,Aceita: Over em Jogo Desequilibrado com ROI 22.00% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:54.286887
350,183015171,Czech Liga Pro,Lukas Zeman,Oleksandr Kolisnyk,2025-10-16T01:30:00,Total,Over O 75.5,75.5,1.83,1.3940774487471526,31.26960784313726,,,2025-10-14 14:17:56,2025-10-14 14:17:56,,1498.3909666561306,1559.9002612891436,0.4123943610557863,0.5464480874316939,0.17087217400621457,15.0,Aceita: Over em Jogo Desequilibrado com ROI 31.27% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:55.029520
351,183015172,Czech Liga Pro,Jaroslav Bresky,Vladimir Postelt,2025-10-16T01:30:00,Total,Over O 76.5,76.5,1.83,1.4814814814814814,23.52500000000002,1.0,0.8300000000000001,2025-10-14 14:17:56,2025-10-16 08:22:24,95 games,1486.3668564084467,1440.0879411856858,0.5662095978484362,0.5464480874316939,0.12855191256830611,15.0,Aceita: Over em Jogo Desequilibrado com ROI 23.53% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:55.176722
352,183015177,Czech Liga Pro,Oleksandr Kolisnyk,Vratislav Petracek,2025-10-16T02:30:00,Total,Over O 77.5,77.5,1.83,1.4816513761467889,23.5108359133127,,,2025-10-14 14:17:56,2025-10-14 14:17:56,,1559.9002612891436,1502.7792155347006,0.5814710618297436,0.5464480874316939,0.12847451318750114,15.0,Aceita: Over em Jogo Desequilibrado com ROI 23.51% >= 15%,N/A,N/A,N/A,2025-10-14T14:17:55.917982
439,183063779,Czech Liga Pro,Dmitro Parhomenko,Jan Steffan,2025-10-15T23:30:00,Total,Under U 74.5,74.5,1.83,1.4161490683229812,29.223684210526336,1.0,0.8300000000000001,2025-10-15 14:17:54,2025-10-16 08:22:23,69 games,1466.9153236466086,1519.281859310588,0.4252040318944607,0.5464480874316939,0.15969226344549914,25.0,Aceita: Under em Jogo Desequilibrado com ROI 29.22% >= 25%,N/A,N/A,N/A,2025-10-15T14:17:33.797477
440,183067918,Czech Liga Pro,Miroslav Tuma,Jaroslav Strnad 1964,2025-10-16T06:00:00,Total,Under U 77.5,77.5,1.83,1.5238095238095237,20.09375,1.0,0.8300000000000001,2025-10-15 14:17:54,2025-10-16 08:22:25,53 games,1584.7355415971135,1511.28999726151,0.6041498514811197,0.5464480874316939,0.10980191256830607,15.0,Aceita: Under em Jogo Parelho com ROI 20.09% >= 15%,N/A,N/A,N/A,2025-10-15T14:17:34.479240
441,183067922,Czech Liga Pro,Daniel Tobola,Eduard Sionkala,2025-10-16T06:00:00,Total,Under U 77.5,77.5,1.83,1.4545454545454546,25.812500000000004,0.0,-1.0,2025-10-15 14:17:54,2025-10-16 08:22:26,97 games,1529.1491120890776,1473.026525284562,0.580071662297246,0.5464480874316939,0.14105191256830607,15.0,Aceita: Under em Jogo Parelho com ROI 25.81% >= 15%,N/A,N/A,N/A,2025-10-15T14:17:34.885197
442,183067937,Czech Liga Pro,Josef Belovsky,Daniel Tuma,2025-10-16T07:30:00,Total,Over O 74.5,74.5,1.83,1.386861313868613,31.952631578947376,0.0,-1.0,2025-10-15 14:17:54,2025-10-16 08:22:26,74 games,1468.5673761386522,1525.9824909944243,0.4181170316236283,0.5464480874316939,0.17460454414725346,15.0,Aceita: Over em Jogo Desequilibrado com ROI 31.95% >= 15%,N/A,N/A,N/A,2025-10-15T14:17:36.744818
443,183067982,Czech Liga Pro,Milan Fisera,Milan Kolar,2025-10-16T12:30:00,Total,Over O 76.5,76.5,1.83,1.4805194805194806,23.60526315789474,1.0,0.8300000000000001,2025-10-15 14:17:54,2025-10-16 14:17:24,89 games,1481.5893778845489,1446.982619056467,0.5496390747001774,0.5464480874316939,0.12899050905953413,20.0,Aceita: Over em Jogo Parelho com ROI 23.61% >= 20%,N/A,N/A,N/A,2025-10-15T14:17:41.653400
444,183067995,Czech Liga Pro,Jan Szotkowski,Daniel Tomica,2025-10-16T14:30:00,Total,Under U 75.5,75.5,1.83,1.3333333333333333,37.25000000000001,,,2025-10-15 14:17:54,2025-10-15 14:17:54,,1479.795406352578,1501.771640192288,0.4684157678029313,0.5464480874316939,0.20355191256830607,25.0,Aceita: Under em Jogo Desequilibrado com ROI 37.25% >= 25%,N/A,N/A,N/A,2025-10-15T14:17:42.729703
445,183068003,Czech Liga Pro,Jaroslav Strnad 1964,Miroslav Tuma,2025-10-16T15:30:00,Total,Under U 77.5,77.5,1.83,1.5238095238095237,20.09375,0.0,-1.0,2025-10-15 14:17:54,2025-10-16 20:17:45,99 games,1511.28999726151,1584.7355415971135,0.39585014851888034,0.5464480874316939,0.10980191256830607,15.0,Aceita: Under em Jogo Parelho com ROI 20.09% >= 15%,N/A,N/A,N/A,2025-10-15T14:17:43.469799
446,183068017,Czech Liga Pro,Tadeas Zika,Daniel Tomica,2025-10-16T16:30:00,Total,Under U 76.5,76.5,1.83,1.4444444444444444,26.692307692307693,,,2025-10-15 14:17:54,2025-10-15 14:17:54,,1523.6965549101067,1501.771640192288,0.5315106720549885,0.5464480874316939,0.14585960487599836,15.0,Aceita: Under em Jogo Parelho com ROI 26.69% >= 15%,N/A,N/A,N/A,2025-10-15T14:17:44.413712
447,183068018,Czech Liga Pro,Adam Brazda,Michal Hampl,2025-10-16T18:00:00,Total,Under U 76.5,76.5,1.83,1.457142857142857,25.588235294117656,1.0,0.8300000000000001,2025-10-15 14:17:54,2025-10-16 20:17:47,54 games,1515.200310887976,1482.535111342756,0.5468709787355237,0.5464480874316939,0.13982642237222764,15.0,Aceita: Under em Jogo Parelho com ROI 25.59% >= 15%,N/A,N/A,N/A,2025-10-15T14:17:44.504214
448,183068019,Czech Liga Pro,Robin Pacha,Jiri Louda,2025-10-16T18:00:00,Total,Under U 77.5,77.5,1.83,1.5584415584415585,17.42499999999999,1.0,0.8300000000000001,2025-10-15 14:17:54,2025-10-16 20:17:47,73 games,1532.5857898371332,1468.8001036715827,0.5907773736088829,0.5464480874316939,0.09521857923497268,15.0,Aceita: Under em Jogo Parelho com ROI 17.42% >= 15%,N/A,N/A,N/A,2025-10-15T14:17:44.612339
449,183068023,Czech Liga Pro,Oleksandr Kolisnyk,Zdenek Bilek,2025-10-16T18:00:00,Total,Over O 75.5,75.5,1.83,1.3521126760563382,35.34374999999999,1.0,0.8300000000000001,2025-10-15 14:17:54,2025-10-16 20:17:47,88 games,1557.8525763003304,1535.5238595277397,0.5320894392521809,0.5464480874316939,0.19313524590163933,20.0,Aceita: Over em Jogo Parelho com ROI 35.34% >= 20%,N/A,N/A,N/A,2025-10-15T14:17:44.791866
450,183068024,Czech Liga Pro,Stepan Kysely,Petr Danko,2025-10-16T18:00:00,Total,Over O 76.5,76.5,1.83,1.4666666666666666,24.77272727272729,1.0,0.8300000000000001,2025-10-15 14:17:54,2025-10-16 20:17:47,97 games,1479.3289653293832,1509.157779630685,0.4571780466711686,0.5464480874316939,0.13537009438648795,20.0,Aceita: Over em Jogo Parelho com ROI 24.77% >= 20%,N/A,N/A,N/A,2025-10-15T14:17:44.880714
