id,league_name,home_team,away_team,event_time,bet_type,selection,handicap,odds,estimated_roi,result,profit,actual_result,sent_at
1352,Czech Liga Pro,Matej Pycha,Miroslav Tuma,2025-09-01 10:30:00,To Win,Home,,2.5,100.00000000000003,,,,2025-09-01 08:22:30
1359,Czech Liga Pro,Jakub Levicky,Jiri Stach,2025-09-01 11:30:00,To Win,Home,,2.37,57.99999999999997,,,,2025-09-01 08:22:30
1361,Czech Liga Pro,Vaclav Kosar,Matej Pycha,2025-09-01 12:00:00,To Win,Away,,3.4,172.0,,,,2025-09-01 08:22:30
1362,Czech Liga Pro,Frantisek Just,Patrik Pycha,2025-09-01 12:30:00,To Win,Home,,2.37,65.89999999999999,,,,2025-09-01 08:22:30
1430,Czech Liga Pro,Jaroslav Prokupek,Frantisek Briza,2025-09-01 14:00:00,To Win,Away,,2.62,57.199999999999996,,,,2025-09-01 08:22:30
1432,Czech Liga Pro,Marek Fabini,Jan Kanera,2025-09-01 14:00:00,Total,Under U 77.5,77.5,1.83,83.0,,,,2025-09-01 08:22:30
1445,Czech Liga Pro,Frantisek Briza,Jiri Dedek,2025-09-01 16:30:00,To Win,Home,,2.5,49.999999999999986,,,,2025-09-01 08:22:30
1447,Czech Liga Pro,Jan Kanera,Michal Jezek,2025-09-01 16:30:00,Total,Under U 76.5,76.5,1.83,83.0,,,,2025-09-01 08:22:30
1364,Czech Liga Pro,Radim Pavelka,Milan Kolar,2025-09-01 18:00:00,To Win,Away,,3.0,50.0,,,,2025-09-01 08:22:30
1365,Czech Liga Pro,Tomas Andrle,Rostislav Hasmanda,2025-09-01 18:00:00,To Win,Home,,2.2,54.0,,,,2025-09-01 08:22:30
1366,Czech Liga Pro,Vratislav Petracek,Tomas Postelt,2025-09-01 18:30:00,To Win,Home,,2.75,65.0,,,,2025-09-01 08:22:30
1367,Czech Liga Pro,Milan Kolar,Frantisek Briza,2025-09-01 19:00:00,To Win,Away,,2.5,49.999999999999986,,,,2025-09-01 08:22:30
1369,Czech Liga Pro,Petr Bradac,Vratislav Petracek,2025-09-01 19:00:00,To Win,Away,,2.62,57.199999999999996,,,,2025-09-01 08:22:30
1377,Czech Liga Pro,Erik Mares,Vratislav Petracek,2025-09-01 20:00:00,To Win,Away,,3.0,80.0,,,,2025-09-01 08:22:30
1386,Czech Liga Pro,Ales Bayer,Milan Klement,2025-09-01 22:30:00,To Win,Away,,1.83,70.19,,,,2025-09-01 08:22:30
1391,Czech Liga Pro,Jiri Ruzicka,Milan Klement,2025-09-02 00:00:00,To Win,Away,,2.62,135.8,0.0,-1.0,Jiri Ruzicka,2025-09-01 08:22:30
1398,Czech Liga Pro,Milan Klement,Rostyslav Kliuchuk,2025-09-02 01:00:00,To Win,Home,,1.8,62.000000000000014,,,,2025-09-01 08:22:30
1400,Czech Liga Pro,Tomas Petrek,Martin Sychra,2025-09-02 01:30:00,To Win,Home,,2.25,57.49999999999999,0.0,-1.0,Martin Sychra,2025-09-01 08:22:30
1404,Czech Liga Pro,Milan Klement,Michal Regner,2025-09-02 02:00:00,To Win,Home,,2.62,65.06000000000002,1.0,1.62,Milan Klement,2025-09-01 08:22:30
1586,Czech Liga Pro,Jiri Svec,Milan Smesny,2025-09-02 08:30:00,To Win,Away,,3.0,140.0,,,,2025-09-02 08:21:06
1590,Czech Liga Pro,Patrik Pycha,Ales Hlawatschke,2025-09-02 08:30:00,To Win,Away,,1.9,89.99999999999999,,,,2025-09-02 08:21:06
1594,Czech Liga Pro,Viktor Vejvoda,Jiri Pozarsky,2025-09-02 10:00:00,To Win,Away,,1.83,83.0,,,,2025-09-02 08:21:06
1597,Czech Liga Pro,Ivo Palmi,Jiri Foltynek,2025-09-02 10:00:00,Total,Over O 74.5,74.5,1.83,83.0,,,,2025-09-02 08:21:06
1603,Czech Liga Pro,Lukas Jindrak,Tomas Turek,2025-09-02 11:00:00,To Win,Home,,2.0,57.999999999999986,,,,2025-09-02 08:21:06
1608,Czech Liga Pro,Jiri Pozarsky,Petr Saleny,2025-09-02 11:00:00,To Win,Home,,2.25,125.0,,,,2025-09-02 08:21:06
1617,Czech Liga Pro,Jiri Pozarsky,Denis Hofman,2025-09-02 12:30:00,To Win,Home,,3.5,250.0,,,,2025-09-02 08:21:06
1619,Czech Liga Pro,Jiri Foltynek,Josef Toth,2025-09-02 12:30:00,Total,Under U 77.5,77.5,1.83,83.0,,,,2025-09-02 08:21:06
1621,Czech Liga Pro,Lukas Jindrak,Ales Barton,2025-09-02 14:00:00,Total,Under U 75.5,75.5,1.83,56.85714285714285,,,,2025-09-02 08:21:06
1622,Czech Liga Pro,Josef Medek,Erik Mares,2025-09-02 14:00:00,To Win,Away,,2.5,74.99999999999997,,,,2025-09-02 08:21:06
1627,Czech Liga Pro,Vaclav Zidek,Bohuslav Kaloc,2025-09-02 14:30:00,To Win,Home,,1.66,65.99999999999999,,,,2025-09-02 08:21:06
1629,Czech Liga Pro,Oleksandr Kolisnyk,Michal Jezek,2025-09-02 15:00:00,To Win,Home,,2.62,57.199999999999996,,,,2025-09-02 08:21:06
1637,Czech Liga Pro,Josef Medek,Jan Zajicek,2025-09-02 16:00:00,To Win,Away,,2.62,96.50000000000001,,,,2025-09-02 08:21:06
1639,Czech Liga Pro,Daniel Tyn,Vaclav Zidek,2025-09-02 16:00:00,To Win,Away,,1.83,83.0,,,,2025-09-02 08:21:06
1640,Czech Liga Pro,Ales Barton,Martin Huk,2025-09-02 16:30:00,Total,Under U 77.5,77.5,1.83,56.85714285714285,,,,2025-09-02 08:21:06
1642,Czech Liga Pro,Michal Regner,Jan Sucharda,2025-09-02 16:30:00,To Win,Away,,2.5,80.0,,,,2025-09-02 08:21:06
1649,Czech Liga Pro,Daniel Tuma,Patrik Pycha,2025-09-02 19:00:00,To Win,Home,,3.25,59.24999999999998,,,,2025-09-02 08:21:06
1650,Czech Liga Pro,Jaroslav Prokupek,Pavel Fojt,2025-09-02 19:00:00,To Win,Away,,2.5,62.49999999999998,,,,2025-09-02 08:21:06
1666,Czech Liga Pro,Jan Steffan,Frantisek Briza,2025-09-02 23:00:00,To Win,Home,,4.33,159.79999999999998,,,,2025-09-02 08:21:06
1690,Czech Liga Pro,Vratislav Petracek,Tomas Postelt,2025-09-03 02:30:00,To Win,Home,,2.75,65.0,0.0,-1.0,Tomas Postelt,2025-09-02 08:21:06
1827,Czech Liga Pro,Rostyslav Kliuchuk,Ales Barton,2025-09-03 10:00:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-03 08:20:07
1828,Czech Liga Pro,David Szotek,Jakub Pilch,2025-09-03 10:00:00,To Win,Home,,2.0,100.0,,,,2025-09-03 08:20:07
1830,Czech Liga Pro,Michal Vondrak,Petr Saleny,2025-09-03 10:30:00,To Win,Home,,2.75,65.0,,,,2025-09-03 08:20:07
1833,Czech Liga Pro,Jiri Pozarsky,Michal Vondrak,2025-09-03 11:00:00,To Win,Home,,1.9,89.99999999999999,,,,2025-09-03 08:20:07
1837,Czech Liga Pro,Ales Barton,Martin Huk,2025-09-03 11:00:00,Total,Under U 77.5,77.5,1.83,56.85714285714285,,,,2025-09-03 08:20:07
1842,Czech Liga Pro,Jiri Ruzicka,Rostyslav Kliuchuk,2025-09-03 11:30:00,Total,Under U 76.5,76.5,1.83,64.70000000000002,,,,2025-09-03 08:20:07
1846,Czech Liga Pro,David Szotek,Michal Hrabec,2025-09-03 12:00:00,To Win,Home,,1.8,80.0,,,,2025-09-03 08:20:07
1847,Czech Liga Pro,Jiri Pozarsky,Petr Saleny,2025-09-03 12:30:00,To Win,Home,,2.5,150.0,,,,2025-09-03 08:20:07
1851,Czech Liga Pro,Vratislav Petracek,Zdenek Bilek,2025-09-03 14:00:00,To Win,Home,,4.5,170.00000000000003,,,,2025-09-03 08:20:07
1855,Czech Liga Pro,Rostyslav Kliuchuk,Jiri Ruzicka,2025-09-03 14:30:00,Total,Under U 76.5,76.5,1.83,64.70000000000002,,,,2025-09-03 08:20:07
1858,Czech Liga Pro,Jiri Nesnera,Lukas Jindrak,2025-09-03 15:00:00,To Win,Away,,2.25,57.49999999999999,,,,2025-09-03 08:20:07
1862,Czech Liga Pro,Petr Bradac,Vratislav Petracek,2025-09-03 15:30:00,To Win,Away,,2.62,57.199999999999996,,,,2025-09-03 08:20:07
1878,Czech Liga Pro,Vitezslav Bosak,Martin Stefek,2025-09-03 18:30:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-09-03 08:20:07
1880,Czech Liga Pro,Jaroslav Prokupek,Pavel Fojt,2025-09-03 19:00:00,To Win,Away,,2.5,62.49999999999998,,,,2025-09-03 08:20:07
1888,Czech Liga Pro,Jakub Hradecky,Tomas Dousa,2025-09-03 20:00:00,Total,Under U 76.5,76.5,1.83,60.12500000000001,,,,2025-09-03 08:20:07
1893,Czech Liga Pro,Daniel Priesol,Martin Stefek,2025-09-03 20:30:00,Total,Under U 77.5,77.5,1.83,83.0,,,,2025-09-03 08:20:07
1977,Czech Liga Pro,Vladimir Cermak,Martin Sobisek,2025-09-03 22:30:00,To Win,Home,,3.4,70.0,,,,2025-09-03 08:20:07
1980,Czech Liga Pro,Daniel Tuma,Vladimir Cermak,2025-09-03 23:30:00,To Win,Home,,2.5,74.99999999999997,,,,2025-09-03 08:20:07
1984,Czech Liga Pro,Martin Sobisek,Daniel Tuma,2025-09-04 01:00:00,To Win,Away,,2.75,75.99999999999997,0.0,-1.0,Martin Sobisek,2025-09-03 08:20:07
1989,Czech Liga Pro,Jan Sucharda,Michal Regner,2025-09-04 02:30:00,To Win,Home,,2.25,61.999999999999986,0.0,-1.0,Michal Regner,2025-09-03 08:20:07
2117,Czech Liga Pro,Josef Toth,Jiri Buryan,2025-09-04 10:30:00,Total,Under U 76.5,76.5,1.83,83.0,,,,2025-09-04 08:20:00
2122,Czech Liga Pro,Jiri Foltynek,Josef Toth,2025-09-04 11:00:00,Total,Under U 77.5,77.5,1.83,83.0,,,,2025-09-04 08:20:00
2135,Czech Liga Pro,Jiri Foltynek,Jiri Buryan,2025-09-04 12:30:00,Total,Under U 76.5,76.5,1.83,64.70000000000002,,,,2025-09-04 08:20:00
2136,Czech Liga Pro,Jiri Pozarsky,Frantisek Just,2025-09-04 14:00:00,To Win,Home,,1.61,61.00000000000001,,,,2025-09-04 08:20:00
2138,Czech Liga Pro,Pavel Gireth,Michal Zahradka,2025-09-04 14:00:00,Total,Under U 74.5,74.5,1.83,62.66666666666666,,,,2025-09-04 08:20:00
2146,Czech Liga Pro,Michal Vavrecka,Tomas Prosa,2025-09-04 15:00:00,To Win,Away,,3.5,75.0,,,,2025-09-04 08:20:00
2148,Czech Liga Pro,Daniel Tomica,Michal Kratochvil,2025-09-04 15:00:00,Total,Under U 78.5,78.5,1.83,56.85714285714285,,,,2025-09-04 08:20:00
2149,Czech Liga Pro,Michal Chalupa,Jiri Pozarsky,2025-09-04 15:30:00,To Win,Home,,2.2,65.00000000000001,,,,2025-09-04 08:20:00
2150,Czech Liga Pro,Michal Chalupa,Jiri Pozarsky,2025-09-04 15:30:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-04 08:20:00
2152,Czech Liga Pro,Jakub Pilch,Marek Fabini,2025-09-04 15:30:00,To Win,Home,,2.1,57.50000000000001,,,,2025-09-04 08:20:00
2153,Czech Liga Pro,Jiri Pozarsky,Jiri Zuzanek,2025-09-04 16:00:00,To Win,Home,,1.66,65.99999999999999,,,,2025-09-04 08:20:00
2158,Czech Liga Pro,Frantisek Just,Michal Chalupa,2025-09-04 16:30:00,To Win,Away,,2.25,68.75,,,,2025-09-04 08:20:00
2163,Czech Liga Pro,Michal Vavrecka,Jakub Pilch,2025-09-04 16:30:00,To Win,Away,,2.2,65.00000000000001,,,,2025-09-04 08:20:00
2167,Czech Liga Pro,Tibor Kolenic,Frantisek Briza,2025-09-04 18:00:00,To Win,Away,,2.5,80.0,,,,2025-09-04 08:20:00
2168,Czech Liga Pro,Dmitro Parhomenko,Rostislav Hasmanda,2025-09-04 18:00:00,Total,Under U 76.5,76.5,1.83,64.70000000000002,,,,2025-09-04 08:20:00
2173,Czech Liga Pro,Frantisek Briza,Jiri Plachy,2025-09-04 19:00:00,To Win,Home,,3.0,80.0,,,,2025-09-04 08:20:00
2179,Czech Liga Pro,Yurii Holovatiuk,Dmitro Parhomenko,2025-09-04 19:30:00,Total,Under U 78.5,78.5,1.83,64.70000000000002,,,,2025-09-04 08:20:00
2180,Czech Liga Pro,Jaroslav Prokupek,Pavel Fojt,2025-09-04 20:00:00,To Win,Away,,2.75,78.74999999999997,,,,2025-09-04 08:20:00
2181,Czech Liga Pro,Dmitro Parhomenko,Tomas Andrle,2025-09-04 20:00:00,To Win,Away,,2.0,57.999999999999986,,,,2025-09-04 08:20:00
2195,Czech Liga Pro,Sebastian Kasnik,Jiri Ruzicka,2025-09-04 23:00:00,To Win,Home,,2.62,57.199999999999996,,,,2025-09-04 08:20:00
2317,Czech Liga Pro,Kyryl Darin,Jaroslav Strnad 1964,2025-09-05 08:30:00,To Win,Away,,3.0,80.0,,,,2025-09-05 08:19:29
2321,Czech Liga Pro,Dmitro Parhomenko,Josef Belovsky,2025-09-05 10:00:00,To Win,Home,,3.4,93.79999999999998,,,,2025-09-05 08:19:29
2325,Czech Liga Pro,Radomir Vidlicka,Vitezslav Bosak,2025-09-05 10:00:00,Total,Under U 76.5,76.5,1.8,50.000000000000014,,,,2025-09-05 08:19:29
2334,Czech Liga Pro,Tomas Kos,Erik Mares,2025-09-05 11:30:00,To Win,Away,,2.2,54.0,,,,2025-09-05 08:19:29
2335,Czech Liga Pro,Daniel Priesol,Radomir Vidlicka,2025-09-05 11:30:00,Total,Under U 76.5,76.5,1.83,52.500000000000014,,,,2025-09-05 08:19:29
2336,Czech Liga Pro,Dmitro Parhomenko,Jiri Plachy,2025-09-05 12:00:00,To Win,Home,,2.75,65.0,,,,2025-09-05 08:19:29
2339,Czech Liga Pro,Milan Longin,Martin Jonas,2025-09-05 12:00:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-05 08:19:29
2346,Czech Liga Pro,Tomas Vinter,Tomas Petrek,2025-09-05 14:30:00,To Win,Home,,1.72,47.91999999999997,,,,2025-09-05 08:19:29
2350,Czech Liga Pro,Matej Nohejl,Tomas Vinter,2025-09-05 15:00:00,To Win,Away,,1.83,46.40000000000002,,,,2025-09-05 08:19:29
2353,Czech Liga Pro,David Szotek,Tomas Dousek,2025-09-05 15:00:00,To Win,Home,,1.83,83.0,,,,2025-09-05 08:19:29
2354,Czech Liga Pro,Oleksandr Kolisnyk,Jakub Vales,2025-09-05 15:30:00,To Win,Home,,2.5,49.999999999999986,,,,2025-09-05 08:19:29
2355,Czech Liga Pro,Martin Sychra,Michal Chalupa,2025-09-05 15:30:00,To Win,Home,,1.9,71.0,,,,2025-09-05 08:19:29
2358,Czech Liga Pro,Laurent Lasota,Tomas Vinter,2025-09-05 16:00:00,To Win,Away,,1.9,52.0,,,,2025-09-05 08:19:29
2359,Czech Liga Pro,Michal Chalupa,Martin Vizek,2025-09-05 16:00:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-05 08:19:29
2360,Czech Liga Pro,Jakub Plachta,Tomas Dousek,2025-09-05 16:00:00,To Win,Home,,1.8,50.000000000000036,,,,2025-09-05 08:19:29
2365,Czech Liga Pro,Michal Zahradka,Jakub Vales,2025-09-05 18:30:00,Total,Under U 77.5,77.5,1.83,62.66666666666666,,,,2025-09-05 08:19:29
2368,Czech Liga Pro,Rostyslav Kliuchuk,Ales Bayer,2025-09-05 18:30:00,Total,Under U 76.5,76.5,1.83,46.40000000000002,,,,2025-09-05 08:19:29
2380,Czech Liga Pro,Radim Adam,Jaroslav Peter,2025-09-05 20:00:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-05 08:19:29
2388,Czech Liga Pro,Milos Pospisil,Pavel Berdych,2025-09-05 22:30:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-05 08:19:29
2396,Czech Liga Pro,Miroslav Novotny,Milos Pospisil,2025-09-06 00:30:00,Total,Under U 76.5,76.5,1.83,55.55,0.0,-1.0,79,2025-09-05 08:19:29
2545,Czech Liga Pro,Martin Bohac,Leos Havrda,2025-09-06 08:30:00,To Win,Away,,2.62,57.199999999999996,,,,2025-09-06 08:17:27
2546,Czech Liga Pro,Jaroslav Strnad 1961,Petr Serak,2025-09-06 08:30:00,To Win,Away,,2.2,71.11111111111114,,,,2025-09-06 08:17:26
2554,Czech Liga Pro,Vaclav Zidek,Tomas Hrabec,2025-09-06 10:00:00,To Win,Home,,1.61,61.00000000000001,,,,2025-09-06 08:17:26
2564,Czech Liga Pro,Martin Bohac,Michal Syroha,2025-09-06 11:30:00,To Win,Home,,2.62,74.66666666666664,,,,2025-09-06 08:17:26
2565,Czech Liga Pro,Vitezslav Bosak,Vaclav Zidek,2025-09-06 11:30:00,To Win,Away,,1.83,83.0,,,,2025-09-06 08:17:26
2566,Czech Liga Pro,Oleg Vitrovyj,Lubor Sulava,2025-09-06 12:00:00,To Win,Home,,2.75,65.0,,,,2025-09-06 08:17:26
2569,Czech Liga Pro,Vaclav Zidek,Radomir Vidlicka,2025-09-06 12:00:00,To Win,Home,,1.61,61.00000000000001,,,,2025-09-06 08:17:26
2574,Czech Liga Pro,Lukas Jindrak,Jan Mecl Jnr,2025-09-06 14:00:00,To Win,Home,,3.25,127.49999999999999,,,,2025-09-06 08:17:26
2576,Czech Liga Pro,Jiri Plachy,Milan Kolar,2025-09-06 14:00:00,To Win,Away,,4.33,116.5,,,,2025-09-06 08:17:26
2577,Czech Liga Pro,Petr Kalias,David Szotek,2025-09-06 14:00:00,To Win,Away,,1.72,72.0,,,,2025-09-06 08:17:26
2584,Czech Liga Pro,Jan Kanera,Lukas Jindrak,2025-09-06 15:30:00,Total,Under U 75.5,75.5,1.83,58.60000000000001,,,,2025-09-06 08:17:26
2585,Czech Liga Pro,Frantisek Briza,Jiri Plachy,2025-09-06 15:30:00,To Win,Home,,3.0,80.0,,,,2025-09-06 08:17:26
2589,Czech Liga Pro,Jan Mecl Jnr,Jan Kanera,2025-09-06 16:30:00,Total,Under U 77.5,77.5,1.83,83.0,,,,2025-09-06 08:17:26
2595,Czech Liga Pro,Martin Stefek,Jiri Foltynek,2025-09-06 18:30:00,To Win,Away,,4.5,125.0,,,,2025-09-06 08:17:26
2603,Czech Liga Pro,Jiri Foltynek,Daniel Priesol,2025-09-06 19:30:00,Total,Under U 77.5,77.5,1.83,83.0,,,,2025-09-06 08:17:26
2608,Czech Liga Pro,Robin Pacha,Oleksandr Kolisnyk,2025-09-06 20:00:00,To Win,Home,,2.2,65.00000000000001,,,,2025-09-06 08:17:26
2609,Czech Liga Pro,Daniel Priesol,Martin Stefek,2025-09-06 20:00:00,Total,Under U 77.5,77.5,1.83,83.0,,,,2025-09-06 08:17:26
2616,Czech Liga Pro,Marek Placek,Petr Picek,2025-09-06 23:00:00,To Win,Away,,2.37,65.89999999999999,,,,2025-09-06 08:17:26
2617,Czech Liga Pro,Dmitro Parhomenko,Hoang Tai Nguyen Ba,2025-09-06 23:30:00,To Win,Home,,2.62,57.199999999999996,,,,2025-09-06 08:17:27
2624,Czech Liga Pro,Petr Picek,Ondrej Kucirek,2025-09-07 02:30:00,To Win,Home,,3.4,66.59999999999997,0.0,-1.0,Ondrej Kucirek,2025-09-06 08:17:26
2771,Czech Liga Pro,Denis Hofman,Patrik Pycha,2025-09-07 10:00:00,To Win,Away,,3.4,138.0,,,,2025-09-07 08:17:36
2772,Czech Liga Pro,Vaclav Zidek,Tomas Hrabec,2025-09-07 10:00:00,To Win,Home,,1.9,89.99999999999999,,,,2025-09-07 08:17:36
2774,Czech Liga Pro,Michal Chalupa,Vladislav Hampejs,2025-09-07 10:30:00,To Win,Away,,1.9,89.99999999999999,,,,2025-09-07 08:17:36
2777,Czech Liga Pro,Leos Havrda,Jiri Grohsgott,2025-09-07 11:00:00,To Win,Home,,2.62,70.29999999999998,,,,2025-09-07 08:17:36
2779,Czech Liga Pro,Vladislav Hampejs,Denis Hofman,2025-09-07 11:30:00,To Win,Home,,1.83,83.0,,,,2025-09-07 08:17:36
2782,Czech Liga Pro,Vaclav Zidek,Daniel Tyn,2025-09-07 12:00:00,To Win,Home,,1.57,57.00000000000001,,,,2025-09-07 08:17:36
2784,Czech Liga Pro,Patrik Pycha,Vladislav Hampejs,2025-09-07 12:30:00,To Win,Away,,1.72,72.0,,,,2025-09-07 08:17:36
2786,Czech Liga Pro,Libor Zoha,Petr Vojtech,2025-09-07 14:00:00,To Win,Away,,1.83,83.0,,,,2025-09-07 08:17:36
2788,Czech Liga Pro,Zdenek Balusek,Jakub Levicky,2025-09-07 14:30:00,To Win,Away,,3.4,70.0,,,,2025-09-07 08:17:36
2791,Czech Liga Pro,Petr Vojtech,Vaclav Nohejl 1975,2025-09-07 15:00:00,To Win,Home,,1.72,72.0,,,,2025-09-07 08:17:36
2848,Czech Liga Pro,Petr Vojtech,Milan Longin,2025-09-07 16:30:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-07 08:17:36
2849,Czech Liga Pro,Frantisek Just,Denis Hofman,2025-09-07 16:30:00,To Win,Home,,2.75,92.49999999999999,,,,2025-09-07 08:17:36
2858,Czech Liga Pro,Tomas Barta,Jiri Dedek,2025-09-07 18:30:00,To Win,Away,,2.62,57.199999999999996,,,,2025-09-07 08:17:36
2859,Czech Liga Pro,Michal Zahradka,Jan Mecl Jnr,2025-09-07 19:00:00,Total,Under U 76.5,76.5,1.83,62.66666666666666,,,,2025-09-07 08:17:36
2871,Czech Liga Pro,Radim Adam,Michal Vedmoch,2025-09-07 20:00:00,To Win,Away,,2.62,57.199999999999996,,,,2025-09-07 08:17:36
2874,Czech Liga Pro,Vladimir Postelt,Jiri Dedek,2025-09-07 20:30:00,To Win,Away,,3.4,104.0,,,,2025-09-07 08:17:36
2875,Czech Liga Pro,Pavel Berdych,Josef Pelikan,2025-09-07 20:30:00,To Win,Home,,3.25,62.5,,,,2025-09-07 08:17:36
2884,Czech Liga Pro,Oleg Vitrovyj,Petr Picek,2025-09-07 23:00:00,To Win,Home,,3.4,104.0,0.0,-1.0,Petr Picek,2025-09-07 08:17:36
2890,Czech Liga Pro,Petr Picek,Rostislav Hasmanda,2025-09-08 00:00:00,To Win,Home,,2.37,65.89999999999999,,,,2025-09-07 08:17:36
2902,Czech Liga Pro,Marek Placek,Petr Picek,2025-09-08 01:30:00,To Win,Away,,2.37,65.89999999999999,1.0,1.37,Petr Picek,2025-09-07 08:17:36
2982,Czech Liga Pro,Jiri Grohsgott,Lubos Forman,2025-09-08 08:30:00,Total,Under U 76.5,76.5,1.83,55.55,,,,2025-09-08 08:22:14
2988,Czech Liga Pro,Miroslav Tuma,Milan Cetner,2025-09-08 10:00:00,To Win,Away,,1.72,47.91999999999997,,,,2025-09-08 08:22:14
2995,Czech Liga Pro,Karel Brozik,Michal Regner,2025-09-08 10:30:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-08 08:22:14
2997,Czech Liga Pro,Milan Cetner,Vaclav Kosar,2025-09-08 11:00:00,To Win,Home,,2.1,68.00000000000001,,,,2025-09-08 08:22:14
3008,Czech Liga Pro,Milan Cetner,Jiri Havel,2025-09-08 12:30:00,To Win,Home,,1.83,57.37999999999999,,,,2025-09-08 08:22:14
3011,Czech Liga Pro,Tomas Prosa,Jan Kanera,2025-09-08 14:00:00,Total,Under U 77.5,77.5,1.83,56.85714285714285,,,,2025-09-08 08:22:14
3014,Czech Liga Pro,Daniel Tomica,Jakub Plachta,2025-09-08 14:30:00,To Win,Away,,1.83,61.650000000000006,,,,2025-09-08 08:22:14
3020,Czech Liga Pro,Michal Vavrecka,Tomas Prosa,2025-09-08 15:30:00,To Win,Away,,3.0,50.0,,,,2025-09-08 08:22:14
3021,Czech Liga Pro,Jakub Plachta,Michael Sedlacek,2025-09-08 15:30:00,To Win,Home,,2.0,76.66666666666666,,,,2025-09-08 08:22:14
3028,Czech Liga Pro,Jan Szotkowski,Jakub Plachta,2025-09-08 16:30:00,To Win,Away,,2.62,92.13333333333335,,,,2025-09-08 08:22:14
3031,Czech Liga Pro,Adam Brazda,Karel Brozik,2025-09-08 18:00:00,Total,Under U 78.5,78.5,1.83,83.0,,,,2025-09-08 08:22:14
3032,Czech Liga Pro,Lukas Boruvka,Petr Macela,2025-09-08 18:00:00,To Win,Away,,2.5,150.0,,,,2025-09-08 08:22:14
3035,Czech Liga Pro,Michal Vondrak,Marcel Pikous,2025-09-08 18:30:00,To Win,Home,,3.75,125.0,,,,2025-09-08 08:22:14
3040,Czech Liga Pro,Jakub Pilch,Michal Hrabec,2025-09-08 19:00:00,To Win,Home,,2.0,55.55555555555558,,,,2025-09-08 08:22:14
3042,Czech Liga Pro,Marcel Pikous,Adam Brazda,2025-09-08 19:30:00,To Win,Away,,2.2,46.66666666666664,,,,2025-09-08 08:22:14
3044,Czech Liga Pro,Jan Zajicek,Lukas Boruvka,2025-09-08 19:30:00,To Win,Home,,4.5,237.5,,,,2025-09-08 08:22:14
3054,Czech Liga Pro,Petr Macela,Jan Zajicek,2025-09-08 20:30:00,To Win,Home,,1.66,65.99999999999999,,,,2025-09-08 08:22:14
3066,Czech Liga Pro,Petr Picek,Oleg Vitrovyj,2025-09-09 00:00:00,To Win,Away,,4.0,140.0,0.0,-1.0,Petr Picek,2025-09-08 08:22:14
3074,Czech Liga Pro,Ondrej Cmerda,Martin Huk,2025-09-09 02:00:00,Total,Under U 76.5,76.5,1.83,55.55,0.0,-1.0,77,2025-09-08 08:22:14
3077,Czech Liga Pro,Petr Picek,Ondrej Kucirek,2025-09-09 02:30:00,To Win,Home,,3.0,56.00000000000001,1.0,2.0,Petr Picek,2025-09-08 08:22:14
3288,Czech Liga Pro,Jan Varcl Snr,Jiri Strouhal,2025-09-09 08:30:00,To Win,Away,,3.75,50.000000000000014,,,,2025-09-09 08:21:29
3291,Czech Liga Pro,Jiri Grohsgott,Pavel Sprynar,2025-09-09 10:00:00,To Win,Away,,2.37,61.15999999999999,,,,2025-09-09 08:21:29
3292,Czech Liga Pro,Jaroslav Strnad 1961,Petr Serak,2025-09-09 10:00:00,To Win,Away,,2.25,80.0,,,,2025-09-09 08:21:29
3296,Czech Liga Pro,Ivo Palmi,Jiri Foltynek,2025-09-09 10:30:00,To Win,Away,,3.25,62.5,,,,2025-09-09 08:21:29
3297,Czech Liga Pro,Ivo Palmi,Jiri Foltynek,2025-09-09 10:30:00,Total,Over O 73.5,73.5,1.83,83.0,,,,2025-09-09 08:21:28
3306,Czech Liga Pro,Jiri Foltynek,Bohuslav Kaloc,2025-09-09 11:30:00,Total,Over O 73.5,73.5,1.83,83.0,,,,2025-09-09 08:21:28
3307,Czech Liga Pro,Milan Cetner,Jiri Havel,2025-09-09 12:00:00,To Win,Home,,1.9,63.39999999999997,,,,2025-09-09 08:21:29
3310,Czech Liga Pro,Jaroslav Strnad 1961,Cesta Havrda,2025-09-09 12:00:00,To Win,Home,,3.4,73.4,,,,2025-09-09 08:21:29
3312,Czech Liga Pro,Pavel Sprynar,Jiri Svec,2025-09-09 12:30:00,Total,Under U 76.5,76.5,2.0,50.0,,,,2025-09-09 08:21:29
3319,Czech Liga Pro,Tadeas Zika,David Szotek,2025-09-09 14:00:00,To Win,Away,,1.61,61.00000000000001,,,,2025-09-09 08:21:29
3324,Czech Liga Pro,Michal Vondrak,Marek Sedlak Snr,2025-09-09 15:00:00,To Win,Home,,3.5,110.00000000000001,,,,2025-09-09 08:21:28
