id,league_name,home_team,away_team,event_time,bet_type,selection,handicap,odds,estimated_roi,result,profit,actual_result,sent_at
2017,TT Cup,Ales Hanl,Andrej Grossu,2025-09-03 15:25:00,Total,Under U 74.5,74.5,1.83,60.12500000000001,,,,2025-09-03 08:20:09
2020,TT Cup,Lukas Soucek,Andrej Grossu,2025-09-03 15:55:00,Total,Under U 75.5,75.5,1.83,60.12500000000001,,,,2025-09-03 08:20:09
2022,TT Cup,Jan Simecek,Horst Bauer,2025-09-03 16:20:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-03 08:20:09
2023,TT Cup,Pavel Benes,Ales Hanl,2025-09-03 16:25:00,Total,Under U 75.5,75.5,1.83,67.75,,,,2025-09-03 08:20:09
2026,TT Cup,Miroslav Sochor,Martin Sulc,2025-09-03 16:50:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-03 08:20:09
2027,TT Cup,Lukas Soucek,Ales Hanl,2025-09-03 16:55:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-03 08:20:09
2029,TT Cup,Andrej Grossu,Pavel Benes,2025-09-03 17:25:00,Total,Under U 74.5,74.5,1.83,60.12500000000001,,,,2025-09-03 08:20:09
2035,TT Cup,Martin Zajicek,Martin Topol,2025-09-03 19:10:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-03 08:20:09
2041,TT Cup,Dominik Lafek,Martin Zajicek,2025-09-03 20:10:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-03 08:20:09
2042,TT Cup,Adam Kosacky,Martin Sulc,2025-09-03 20:20:00,To Win,Away,,3.25,94.99999999999999,,,,2025-09-03 08:20:09
2043,TT Cup,Marek Kulisek,Petr Kotrbaty,2025-09-03 20:50:00,Total,Under U 75.5,75.5,1.83,69.92857142857144,,,,2025-09-03 08:20:09
2045,TT Cup,Martin Topol,Dominik Lafek,2025-09-03 21:10:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-03 08:20:09
2274,TT Cup,Petr Libovicky,Vojtech Hruska,2025-09-04 08:20:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,0.0,-1.0,77,2025-09-04 08:20:02
2275,TT Cup,Adam Kral,Martin Filipek,2025-09-04 08:25:00,To Win,Away,,2.5,42.49999999999999,,,,2025-09-04 08:20:02
2276,TT Cup,David Mutl,Michal Kolbusovsky,2025-09-04 08:50:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-04 08:20:02
2277,TT Cup,Radek Muller,Martin Filipek,2025-09-04 08:55:00,To Win,Away,,2.1,19.699999999999996,,,,2025-09-04 08:20:02
2278,TT Cup,Radek Muller,Martin Filipek,2025-09-04 08:55:00,Total,Over O 75.5,75.5,1.83,18.95000000000001,,,,2025-09-04 08:20:02
2279,TT Cup,Vaclav Nykl,Jan Framberk,2025-09-04 10:20:00,Total,Under U 75.5,75.5,1.83,55.55,1.0,0.8300000000000001,46,2025-09-04 08:20:02
2280,TT Cup,Michal Kolbusovsky,Vladimir Svoboda,2025-09-04 10:50:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-04 08:20:02
2281,TT Cup,Jan Simecek,Petr Chlumsky,2025-09-04 10:55:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,1.0,0.8300000000000001,74,2025-09-04 08:20:02
2282,TT Cup,Vaclav Nykl,Vladimir Svoboda,2025-09-04 11:20:00,Total,Under U 74.5,74.5,1.83,55.55,,,,2025-09-04 08:20:02
2283,TT Cup,Robert Jamrich,Jan Slavicek,2025-09-04 11:25:00,Total,Under U 74.5,74.5,1.83,18.95000000000001,,,,2025-09-04 08:20:02
2284,TT Cup,Jan Framberk,Michal Kolbusovsky,2025-09-04 11:50:00,To Win,Home,,2.75,20.999999999999986,,,,2025-09-04 08:20:02
2285,TT Cup,Jan Framberk,Michal Kolbusovsky,2025-09-04 11:50:00,Total,Under U 73.5,73.5,1.83,64.70000000000002,,,,2025-09-04 08:20:02
2286,TT Cup,Jan Simecek,Jan Slavicek,2025-09-04 11:55:00,Total,Under U 74.5,74.5,1.83,37.25000000000001,,,,2025-09-04 08:20:02
2287,TT Cup,Vaclav Nykl,Michal Kolbusovsky,2025-09-04 12:20:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-04 08:20:02
2288,TT Cup,Vladimir Svoboda,Jan Framberk,2025-09-04 12:50:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-04 08:20:02
2289,TT Cup,Jan Simecek,Robert Jamrich,2025-09-04 12:55:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-04 08:20:02
2406,TT Cup,Vaclav Hejda Snr,Martin Cerny,2025-09-04 14:55:00,Total,Under U 72.5,72.5,1.83,83.0,,,,2025-09-04 14:15:37
2418,TT Cup,Marek Dlask,Tomas Rein,2025-09-04 18:40:00,Total,Under U 72.5,72.5,1.83,83.0,,,,2025-09-04 14:15:37
2424,TT Cup,Marek Dlask,Martin Topol,2025-09-04 19:40:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-09-04 14:15:37
2430,TT Cup,Martin Topol,Tomas Rein,2025-09-04 21:10:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-04 14:15:37
2514,TT Cup,Ondrej Fiklik,Adam Martin Rek,2025-09-05 08:25:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-05 08:19:31
2515,TT Cup,Pavel Vyvial,Frantisek Dvorak,2025-09-05 08:50:00,Total,Under U 74.5,74.5,1.83,18.95000000000001,,,,2025-09-05 08:19:31
2516,TT Cup,Daniel Hyza,Adam Martin Rek,2025-09-05 08:55:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-05 08:19:31
2517,TT Cup,Michal Brozek,Ondrej Fiklik,2025-09-05 09:25:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-05 08:19:31
2518,TT Cup,Tomas Rein,Jan Trefny,2025-09-05 10:20:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-05 08:19:31
2519,TT Cup,Ales Langer,Filip Marat,2025-09-05 10:55:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-05 08:19:31
2520,TT Cup,Tomas Rein,Frantisek Dvorak,2025-09-05 11:20:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,0.0,-1.0,92,2025-09-05 08:19:31
2521,TT Cup,Adam Martin Rek,Robert Jamrich,2025-09-05 11:25:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-05 08:19:31
2522,TT Cup,Jan Trefny,Jan Osmera,2025-09-05 11:50:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-05 08:19:31
2523,TT Cup,Ales Langer,Robert Jamrich,2025-09-05 11:55:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-05 08:19:31
2524,TT Cup,Tomas Rein,Jan Osmera,2025-09-05 12:20:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-05 08:19:31
2525,TT Cup,Filip Marat,Adam Martin Rek,2025-09-05 12:25:00,Total,Under U 74.5,74.5,1.83,55.55,,,,2025-09-05 08:19:31
2526,TT Cup,Frantisek Dvorak,Jan Trefny,2025-09-05 12:50:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-05 08:19:31
2527,TT Cup,Ales Langer,Adam Martin Rek,2025-09-05 12:55:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-05 08:19:31
2528,TT Cup,Robert Jamrich,Filip Marat,2025-09-05 13:25:00,Total,Under U 73.5,73.5,1.83,55.55,,,,2025-09-05 08:19:31
2626,TT Cup,Zdenek Zahradka,Milan Dvorak,2025-09-05 14:20:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-09-05 14:15:09
2630,TT Cup,Zdenek Zahradka,Miroslav Sochor,2025-09-05 15:20:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-09-05 14:15:09
2639,TT Cup,Miroslav Sochor,Milan Dvorak,2025-09-05 16:50:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-05 14:15:09
2645,TT Cup,Dominik Lafek,Martin Boltik,2025-09-05 19:40:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-09-05 14:15:09
2651,TT Cup,Dominik Lafek,Lukas Vich,2025-09-05 20:40:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-09-05 14:15:09
2744,TT Cup,Vojtech Koutnik,Jaroslav Dohnal,2025-09-06 08:25:00,Total,Under U 72.5,72.5,1.83,37.25000000000001,,,,2025-09-06 08:17:29
2745,TT Cup,Filip Musil,Radek Zeman,2025-09-06 08:50:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,,,,2025-09-06 08:17:29
2746,TT Cup,Petr Vodal,Jaroslav Dohnal,2025-09-06 08:55:00,Total,Under U 75.5,75.5,1.83,37.25000000000001,1.0,0.8300000000000001,53,2025-09-06 08:17:29
2747,TT Cup,Marek Hluchy,Vojtech Koutnik,2025-09-06 09:25:00,Total,Under U 73.5,73.5,1.83,46.40000000000002,1.0,0.8300000000000001,72,2025-09-06 08:17:29
2748,TT Cup,Jakub Rolik,Jaroslav Brynych,2025-09-06 10:20:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-06 08:17:29
2749,TT Cup,Josef Ruzicka,David Sykora,2025-09-06 10:55:00,Total,Under U 74.5,74.5,1.9,61.499999999999986,,,,2025-09-06 08:17:29
2750,TT Cup,Jaroslav Brynych,Michal Nemec,2025-09-06 11:50:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-06 08:17:29
2751,TT Cup,Jakub Rolik,Michal Nemec,2025-09-06 12:20:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-06 08:17:29
2752,TT Cup,Filip Musil,Jaroslav Brynych,2025-09-06 12:50:00,Total,Under U 74.5,74.5,1.83,37.25000000000001,,,,2025-09-06 08:17:29
2753,TT Cup,Josef Ruzicka,Milan Tlusty,2025-09-06 12:55:00,Total,Under U 74.5,74.5,1.83,37.25000000000001,,,,2025-09-06 08:17:29
2754,TT Cup,Adam Kral,David Sykora,2025-09-06 13:25:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-06 08:17:29
2799,TT Cup,Martin Topol,Frantisek Dvorak,2025-09-06 14:50:00,Total,Under U 74.5,74.5,1.9,70.0,,,,2025-09-06 14:14:45
2804,TT Cup,Simon Holik,Martin Topol,2025-09-06 16:20:00,Total,Under U 75.5,75.5,1.83,73.36842105263158,,,,2025-09-06 14:14:44
2808,TT Cup,Marek Teiml,Roman Urban,2025-09-06 18:20:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-06 14:14:44
2809,TT Cup,Ales Zacharda,Ondrej Sebek,2025-09-06 18:50:00,Total,Under U 75.5,75.5,1.83,73.36842105263158,,,,2025-09-06 14:14:44
2810,TT Cup,Marek Kulisek,Petr Vanek,2025-09-06 19:25:00,Total,Under U 74.5,74.5,1.83,72.83333333333334,,,,2025-09-06 14:14:44
2811,TT Cup,Roman Urban,Ales Zacharda,2025-09-06 19:50:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-06 14:14:44
2812,TT Cup,Martin Cerny,Petr Vanek,2025-09-06 19:55:00,Total,Under U 75.5,75.5,1.83,73.85,,,,2025-09-06 14:14:44
2813,TT Cup,Ondrej Sebek,Roman Urban,2025-09-06 20:50:00,Total,Under U 75.5,75.5,1.83,73.85,,,,2025-09-06 14:14:44
2814,TT Cup,Martin Cerny,Marek Kulisek,2025-09-06 20:55:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-09-06 14:14:44
2916,TT Cup,David Sykora,Daniel Vojna,2025-09-07 08:20:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-07 08:17:38
2917,TT Cup,Zdenek Zahradka,Mikulas Chaloupka,2025-09-07 08:50:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-07 08:17:38
2918,TT Cup,Martin Kocvara,Miroslav Sochor,2025-09-07 10:20:00,Total,Under U 73.5,73.5,1.83,64.70000000000002,,,,2025-09-07 08:17:38
2919,TT Cup,Ales Langer,Martin Sulc,2025-09-07 10:50:00,To Win,Away,,2.1,51.2,,,,2025-09-07 08:17:38
2920,TT Cup,Ales Langer,Martin Sulc,2025-09-07 10:50:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-07 08:17:38
2921,TT Cup,Robert Jamrich,Jan Fiala,2025-09-07 10:55:00,To Win,Away,,1.83,21.999999999999975,,,,2025-09-07 08:17:38
2922,TT Cup,Robert Jamrich,Jan Fiala,2025-09-07 10:55:00,Total,Under U 75.5,75.5,1.83,25.210526315789483,,,,2025-09-07 08:17:38
2923,TT Cup,Martin Kocvara,Martin Sulc,2025-09-07 11:20:00,Total,Under U 71.5,71.5,1.83,37.25000000000001,,,,2025-09-07 08:17:38
2924,TT Cup,Daniel Vojna,David Sykora,2025-09-07 11:25:00,Total,Under U 74.5,74.5,1.83,46.40000000000002,,,,2025-09-07 08:17:38
2925,TT Cup,Miroslav Sochor,Ales Langer,2025-09-07 11:50:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-07 08:17:38
2926,TT Cup,Robert Jamrich,David Sykora,2025-09-07 11:55:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-07 08:17:38
2927,TT Cup,Martin Kocvara,Ales Langer,2025-09-07 12:20:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-07 08:17:38
2928,TT Cup,Martin Sulc,Miroslav Sochor,2025-09-07 12:50:00,To Win,Home,,2.25,35.0,,,,2025-09-07 08:17:38
2929,TT Cup,Martin Sulc,Miroslav Sochor,2025-09-07 12:50:00,Total,Under U 74.5,74.5,1.83,64.70000000000002,,,,2025-09-07 08:17:38
2930,TT Cup,Robert Jamrich,Daniel Vojna,2025-09-07 12:55:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-07 08:17:38
2931,TT Cup,David Sykora,Jan Fiala,2025-09-07 13:25:00,To Win,Away,,1.83,21.999999999999975,,,,2025-09-07 08:17:38
2932,TT Cup,David Sykora,Jan Fiala,2025-09-07 13:25:00,Total,Under U 75.5,75.5,1.83,25.210526315789483,,,,2025-09-07 08:17:38
3080,TT Cup,Miroslav Sochor,Martin Sulc,2025-09-07 14:25:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-07 14:13:35
3097,TT Cup,Ales Zacharda,Marek Teiml,2025-09-07 18:20:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-07 14:13:35
3101,TT Cup,Marek Teiml,Jan Framberk,2025-09-07 19:50:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-07 14:13:35
3158,TT Cup,Vladimir Svoboda,Ondrej Sebek,2025-09-08 10:20:00,Total,Under U 74.5,74.5,1.83,73.85,,,,2025-09-08 08:22:16
3159,TT Cup,Vaclav Nykl,Martin Novak,2025-09-08 10:50:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-08 08:22:16
3160,TT Cup,Martin Cerny,Matous Dura,2025-09-08 10:55:00,To Win,Away,,1.66,65.99999999999999,,,,2025-09-08 08:22:16
3162,TT Cup,Vladimir Svoboda,Martin Novak,2025-09-08 11:20:00,Total,Under U 71.5,71.5,1.83,64.70000000000002,,,,2025-09-08 08:22:16
3164,TT Cup,Ondrej Sebek,Vaclav Nykl,2025-09-08 11:50:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-08 08:22:16
3166,TT Cup,Vladimir Svoboda,Vaclav Nykl,2025-09-08 12:20:00,Total,Under U 74.5,74.5,1.83,73.85,,,,2025-09-08 08:22:16
3171,TT Cup,Jachym Zacharda,Matous Dura,2025-09-08 13:25:00,To Win,Away,,1.72,72.0,,,,2025-09-08 08:22:16
3239,TT Cup,Andrej Grossu,Lukas Soucek,2025-09-08 15:25:00,Total,Under U 74.5,74.5,1.83,69.92857142857144,,,,2025-09-08 08:22:16
3242,TT Cup,Tomas Flicek,Lukas Soucek,2025-09-08 15:55:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-08 08:22:16
3247,TT Cup,Josef Ruzicka,Adam Kral,2025-09-08 16:50:00,Total,Under U 74.5,74.5,1.83,73.85,,,,2025-09-08 08:22:16
3248,TT Cup,Tomas Flicek,Andrej Grossu,2025-09-08 16:55:00,Total,Under U 74.5,74.5,1.83,69.92857142857144,,,,2025-09-08 08:22:16
3251,TT Cup,Jan Framberk,Marek Teiml,2025-09-08 18:20:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-08 08:22:16
3253,TT Cup,Michal Kolbusovsky,Ales Zacharda,2025-09-08 18:50:00,Total,Under U 72.5,72.5,1.83,73.85,,,,2025-09-08 08:22:16
3255,TT Cup,Jan Framberk,Ales Zacharda,2025-09-08 19:20:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-08 08:22:16
3257,TT Cup,Marek Teiml,Michal Kolbusovsky,2025-09-08 19:50:00,Total,Under U 75.5,75.5,1.83,73.85,,,,2025-09-08 08:22:16
3258,TT Cup,Dominik Lafek,Martin Topol,2025-09-08 20:10:00,Total,Under U 75.5,75.5,1.83,72.83333333333334,,,,2025-09-08 08:22:16
3259,TT Cup,Jan Framberk,Michal Kolbusovsky,2025-09-08 20:20:00,To Win,Home,,3.75,64.99999999999999,,,,2025-09-08 08:22:16
3260,TT Cup,Jan Framberk,Michal Kolbusovsky,2025-09-08 20:20:00,Total,Under U 71.5,71.5,1.83,73.85,,,,2025-09-08 08:22:16
3262,TT Cup,Ales Zacharda,Marek Teiml,2025-09-08 20:50:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-08 08:22:16
3263,TT Cup,Jakub Mach,Dominik Lafek,2025-09-08 21:10:00,Total,Under U 75.5,75.5,1.83,72.83333333333334,,,,2025-09-08 08:22:16
3493,TT Cup,Pavel Benes,Ales Brandtl Snr,2025-09-09 08:25:00,To Win,Away,,1.8,36.80000000000001,,,,2025-09-09 08:21:31
3494,TT Cup,Martin Novak,Vaclav Nykl,2025-09-09 08:50:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-09 08:21:31
3495,TT Cup,David Vesecky,Ales Brandtl Snr,2025-09-09 08:55:00,To Win,Away,,1.66,32.8,,,,2025-09-09 08:21:31
3496,TT Cup,Petr Vanek,Pavel Benes,2025-09-09 09:25:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-09 08:21:31
3497,TT Cup,Tomas Cerveny Jnr,Simon Holik,2025-09-09 10:20:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-09 08:21:31
3498,TT Cup,Pavel Vyvial,Pavel Cibik,2025-09-09 10:50:00,Total,Under U 73.5,73.5,1.83,37.25000000000001,1.0,0.8300000000000001,73,2025-09-09 08:21:31
3499,TT Cup,Petr Chlumsky,Vaclav Hejda Jnr,2025-09-09 10:55:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-09 08:21:31
3500,TT Cup,Tomas Cerveny Jnr,Pavel Cibik,2025-09-09 11:20:00,Total,Under U 73.5,73.5,1.83,46.40000000000002,,,,2025-09-09 08:21:31
3501,TT Cup,Simon Holik,Pavel Vyvial,2025-09-09 11:50:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-09 08:21:31
3502,TT Cup,Vlastimil Kolar,Robert Jamrich,2025-09-09 11:55:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-09 08:21:31
3503,TT Cup,Tomas Cerveny Jnr,Pavel Vyvial,2025-09-09 12:20:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,,,,2025-09-09 08:21:31
3504,TT Cup,Petr Chlumsky,Robert Jamrich,2025-09-09 12:25:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-09 08:21:31
3505,TT Cup,Pavel Cibik,Simon Holik,2025-09-09 12:50:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-09 08:21:31
3506,TT Cup,Vaclav Hejda Jnr,Vlastimil Kolar,2025-09-09 12:55:00,Total,Over O 71.5,71.5,1.83,46.40000000000002,,,,2025-09-09 08:21:31
3507,TT Cup,Robert Jamrich,Vaclav Hejda Jnr,2025-09-09 13:55:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-09 08:21:31
3696,TT Cup,Miroslav Sochor,Milan Dvorak,2025-09-09 16:50:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-09 14:15:02
3698,TT Cup,David Nosek,Petr Litomisky,2025-09-09 17:10:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-09-09 14:15:02
3702,TT Cup,Zdenek Dusek,Zbynek Vyskocil,2025-09-09 18:40:00,Total,Over O 74.5,74.5,1.83,83.0,,,,2025-09-09 14:15:02
3706,TT Cup,Lukas Vich,Lukas Jirka,2025-09-09 19:10:00,Total,Over O 70.5,70.5,1.83,83.0,,,,2025-09-09 14:15:02
3708,TT Cup,Zdenek Dusek,Lukas Jirka,2025-09-09 19:40:00,To Win,Home,,3.75,149.99999999999994,,,,2025-09-09 14:15:02
3730,TT Cup,Jachym Zacharda,Martin Cerny,2025-09-10 08:25:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-10 08:20:47
3731,TT Cup,Martin Dolezal,Mikulas Chaloupka,2025-09-10 08:50:00,Total,Under U 75.5,75.5,1.83,18.95000000000001,,,,2025-09-10 08:20:47
3732,TT Cup,Vojtech Kosak,Martin Cerny,2025-09-10 08:55:00,Total,Under U 75.5,75.5,1.83,56.85714285714285,1.0,0.8300000000000001,59,2025-09-10 08:20:47
3733,TT Cup,Petr Vanek,Jachym Zacharda,2025-09-10 09:25:00,Total,Under U 75.5,75.5,1.83,46.40000000000002,,,,2025-09-10 08:20:47
3734,TT Cup,Jaroslav Sprongl,Michal Kolbusovsky,2025-09-10 10:20:00,Total,Under U 71.5,71.5,1.83,46.40000000000002,,,,2025-09-10 08:20:47
3735,TT Cup,Vladimir Svoboda,Vaclav Nykl,2025-09-10 10:50:00,Total,Under U 74.5,74.5,1.83,73.85,,,,2025-09-10 08:20:47
3736,TT Cup,Filip Marat,Adam Martin Rek,2025-09-10 10:55:00,Total,Under U 74.5,74.5,1.83,37.25000000000001,,,,2025-09-10 08:20:47
3737,TT Cup,Jaroslav Sprongl,Vaclav Nykl,2025-09-10 11:20:00,Total,Under U 75.5,75.5,1.83,64.70000000000002,,,,2025-09-10 08:20:47
3738,TT Cup,Robert Jamrich,Vaclav Hejda Jnr,2025-09-10 11:25:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-10 08:20:47
3739,TT Cup,Michal Kolbusovsky,Vladimir Svoboda,2025-09-10 11:50:00,Total,Under U 72.5,72.5,1.83,55.55,,,,2025-09-10 08:20:47
3740,TT Cup,Jaroslav Sprongl,Vladimir Svoboda,2025-09-10 12:20:00,Total,Under U 74.5,74.5,1.83,73.85,,,,2025-09-10 08:20:47
3741,TT Cup,Adam Martin Rek,Robert Jamrich,2025-09-10 12:25:00,Total,Under U 75.5,75.5,1.83,55.55,,,,2025-09-10 08:20:47
3742,TT Cup,Vaclav Nykl,Michal Kolbusovsky,2025-09-10 12:50:00,Total,Under U 74.5,74.5,1.83,55.55,,,,2025-09-10 08:20:47
3743,TT Cup,Filip Marat,Robert Jamrich,2025-09-10 12:55:00,Total,Under U 72.5,72.5,1.83,64.70000000000002,,,,2025-09-10 08:20:47
3876,TT Cup,Martin Hargas,Milan Tlusty,2025-09-10 15:40:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-10 14:15:41
3880,TT Cup,David Sykora,Jan Hendrych,2025-09-10 16:20:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-10 14:15:41
3887,TT Cup,Petr Vrastil,Roman Urban,2025-09-10 18:20:00,Total,Under U 75.5,75.5,1.83,83.0,,,,2025-09-10 14:15:41
3891,TT Cup,Zbynek Vyskocil,Lukas Jirka,2025-09-10 18:55:00,Total,Over O 74.5,74.5,1.83,83.0,,,,2025-09-10 14:15:41
3895,TT Cup,Marek Dlask,Tomas Cerveny Jnr,2025-09-10 19:40:00,Total,Under U 74.5,74.5,1.83,83.0,,,,2025-09-10 14:15:41
3899,TT Cup,Petr Vrastil,Michal Dere,2025-09-10 20:20:00,To Win,Home,,1.9,89.99999999999999,,,,2025-09-10 14:15:41
285,TT Elite Series,Stanislaw Wnek,Jaroslaw Rolak,2025-08-26 21:35:00,To Win,Away,,2.1,110.00000000000001,1.0,1.1,Jaroslaw Rolak,2025-08-26 21:28:10
286,TT Elite Series,Stanislaw Wnek,Jaroslaw Rolak,2025-08-26 21:35:00,Total,Under U 75.5,75.5,1.83,25.210526315789483,1.0,0.8300000000000001,48,2025-08-26 21:28:10
287,TT Elite Series,Bartlomiej Wisniewski,Jaroslaw Rolak,2025-08-26 22:00:00,To Win,Home,,2.1,110.00000000000001,1.0,1.1,Bartlomiej Wisniewski,2025-08-26 21:28:10
289,TT Elite Series,Kacper Slawinski,Stanislaw Wnek,2025-08-26 22:20:00,To Win,Home,,2.75,37.5,1.0,1.75,Kacper Slawinski,2025-08-26 21:28:10
291,TT Elite Series,Dawid Michna,Jakub Kosowski,2025-08-27 00:20:00,To Win,Home,,2.62,36.24000000000001,0.0,-1.0,Jakub Kosowski,2025-08-26 21:28:10
292,TT Elite Series,Marcin Jadczyk,Krzysztof Wloczko,2025-08-27 00:35:00,To Win,Away,,2.75,36.12499999999999,0.0,-1.0,Marcin Jadczyk,2025-08-26 21:28:10
293,TT Elite Series,Marcin Jadczyk,Krzysztof Wloczko,2025-08-27 00:35:00,Total,Under U 73.5,73.5,1.83,18.95000000000001,0.0,-1.0,87,2025-08-26 21:28:10
294,TT Elite Series,Michal Murawski,Mateusz Golebiowski,2025-08-27 00:40:00,To Win,Home,,4.33,81.86,0.0,-1.0,Mateusz Golebiowski,2025-08-26 21:28:10
295,TT Elite Series,Michal Murawski,Mateusz Golebiowski,2025-08-27 00:40:00,Total,Over O 70.5,70.5,1.83,28.09999999999999,0.0,-1.0,55,2025-08-26 21:28:10
296,TT Elite Series,Adrian Spychala,Maciej Nowalinski,2025-08-27 01:00:00,To Win,Home,,2.2,27.6,0.0,-1.0,Maciej Nowalinski,2025-08-26 21:28:10
299,TT Elite Series,Mateusz Golebiowski,Artur Grela,2025-08-27 01:25:00,To Win,Away,,3.5,50.499999999999964,0.0,-1.0,Mateusz Golebiowski,2025-08-26 21:28:10
300,TT Elite Series,Mateusz Golebiowski,Artur Grela,2025-08-27 01:25:00,Total,Over O 72.5,72.5,1.9,23.5,1.0,0.8999999999999999,103,2025-08-26 21:28:10
301,TT Elite Series,Michal Malachowski,Adrian Spychala,2025-08-27 01:45:00,Total,Under U 75.5,75.5,1.83,28.09999999999999,1.0,0.8300000000000001,73,2025-08-26 21:28:10
302,TT Elite Series,Michal Murawski,Jakub Kosowski,2025-08-27 01:50:00,To Win,Home,,2.62,57.199999999999996,1.0,1.62,Michal Murawski,2025-08-26 21:28:10
303,TT Elite Series,Marcin Jadczyk,Maciej Nowalinski,2025-08-27 02:10:00,To Win,Away,,2.62,49.339999999999996,0.0,-1.0,Marcin Jadczyk,2025-08-26 21:28:10
305,TT Elite Series,Adrian Wiecek,Michal Murawski,2025-08-27 02:40:00,To Win,Away,,2.1,35.45000000000002,1.0,1.1,Michal Murawski,2025-08-26 21:28:10
