league_name,home_team,away_team,selection,odds,result
Setka Cup,Ruslan Yaremenko,Serhii Chuliukov,Under U 76.5,2.0,0.0
Setka Cup,Dmytro Derevynskyi,Oleksandr Naida,Under U 76.5,1.83,1.0
Setka Cup,Serhii Chuliukov,Hryhorii Kulishov,Under U 76.5,1.83,0.0
Setka Cup,Spartak Abalmaz,Andriy Chermenskyi,Under U 78.5,1.72,1.0
Setka Cup,Mykhailo Sokur,Yehor Riadynskyi,Under U 75.5,1.83,1.0
Setka Cup,Dmitro Kuzmenko,Oleksandr Syksa,Over O 73.5,1.83,0.0
Setka Cup,Tomas Liska,Michal Makara,Over O 75.5,1.83,0.0
Setka Cup,Yevhen Skorobahatyi,Valerii Merzlikin,Over O 77.5,1.83,1.0
Setka Cup,Volodymyr Okopnyi,Myroslav Loboda,Under U 77.5,1.83,0.0
Setka Cup,Yurii Volkov,Bohdan Zaika,Under U 77.5,1.83,0.0
Setka Cup,Oleksandr Maslovskyi,Evhenii Trehub,Over O 76.5,1.83,0.0
Setka Cup,Oleksandr Mytsyk,Denys Khavanskyi,Under U 76.5,1.83,1.0
Setka Cup,Mykhailo Sokur,Oleksandr Strutinskiy,Under U 76.5,1.83,1.0
Setka Cup,Stepan Grygorenko,Andrii Martyniuk,Under U 74.5,1.83,0.0
Setka Cup,Roman Horokh,Serhii Kiilo,Over O 67.5,1.83,1.0
Setka Cup,Dmytro Prylepa,Dmitro Kuzmenko,Over O 74.5,1.83,0.0
Setka Cup,Oleh Volynets,Bohdan Zaika,Under U 75.5,1.83,0.0
Setka Cup,Maksym Hubenko,Oleksandr Syksa,Over O 77.5,1.83,1.0
Setka Cup,Oleh Plyska,Jaroslav Puk,Over O 74.5,1.83,0.0
Setka Cup,Serhii Kiilo,Roman Horokh,Over O 67.5,1.83,0.0
Setka Cup,Maksym Khomenko,Myroslav Loboda,Under U 76.5,1.83,1.0
Setka Cup,Yevhen Skorobahatyi,Oleksandr Strutinskiy,Over O 76.5,1.83,0.0
Setka Cup,Oleh Volynets,Andrii Martyniuk,Under U 76.5,1.83,0.0
Setka Cup,Maksym Hubenko,Dmitro Kuzmenko,Over O 71.5,1.83,1.0
Setka Cup,Oleg Varlamov,Yehor Riadynskyi,Under U 74.5,1.83,0.0
Setka Cup,Volodymyr Okopnyi,Maksym Khomenko,Under U 77.5,1.83,1.0
Setka Cup,Stepan Grygorenko,Bohdan Zaika,Under U 76.5,1.83,0.0
Setka Cup,Miroslav Hajek,Tomas Hucko,Under U 77.5,1.83,1.0
Setka Cup,Yurii Volkov,Oleksandr Cherkas,Over O 76.5,1.83,1.0
Setka Cup,Oleg Varlamov,Valerii Merzlikin,Over O 74.5,1.83,0.0
Setka Cup,Oleh Volynets,Stepan Grygorenko,Under U 76.5,1.83,0.0
Setka Cup,Oleksandr Strutinskiy,Yehor Riadynskyi,Under U 75.5,1.83,1.0
Setka Cup,Miroslav Hajek,Filip Dusil,Under U 76.5,1.83,1.0
Setka Cup,Yurii Volkov,Andrii Martyniuk,Under U 75.5,1.83,1.0
Setka Cup,Mykhailo Sokur,Oleg Varlamov,Under U 76.5,1.83,0.0
Setka Cup,Tomas Hucko,Filip Dusil,Under U 75.5,1.83,0.0
Setka Cup,Oleh Volynets,Yurii Volkov,Under U 75.5,1.83,1.0
Setka Cup,Valerii Merzlikin,Oleksandr Strutinskiy,Over O 76.5,1.83,0.0
Setka Cup,Stepan Grygorenko,Oleksandr Cherkas,Over O 76.5,1.83,0.0
Setka Cup,Volodymyr Plishylo,Ruslan Haiseniuk,Under U 76.5,1.83,1.0
Setka Cup,Andrii Martyniuk,Bohdan Zaika,Under U 77.5,1.72,0.0
Setka Cup,Serhii Kushnirenko,Oleh Torianyk,Under U 73.5,1.83,0.0
Setka Cup,Ivan Kozachuk,Volodymyr Plishylo,Under U 75.5,1.83,0.0
Setka Cup,Lukas Rulc,Michal Makara,Over O 77.5,1.83,0.0
Setka Cup,Oleksii Hrymovskyi,Oleksandr Mishchenko,Under U 75.5,1.83,0.0
Setka Cup,Pavel Moulis,Filip Kubos,Over O 75.5,1.83,0.0
Setka Cup,Oleksandr Melashenko,Oleksandr Gomilko,Under U 75.5,1.83,1.0
Setka Cup,Oleksandr Gomilko,Kostiantyn Hrynenko,Under U 76.5,1.83,0.0
Setka Cup,Roman Cherevko,Roman Reznychenko,Under U 75.5,1.83,0.0
Setka Cup,Yan Krol,Oleksandr Gomilko,Under U 77.5,1.83,1.0
Setka Cup,Orest Hura,Vitalii Boyko,Under U 76.5,1.83,
Setka Cup,Yevhen Masko,Roman Cherevko,Under U 75.5,1.83,1.0
Setka Cup,Dmytro Derevynskyi,Oleksandr Gomilko,Under U 77.5,1.83,0.0
Setka Cup,Jaroslav Puk,Oleh Plyska,Over O 74.5,1.83,0.0
Setka Cup,Oleh Miklukha,Fedir Voinarovskyi,Over O 75.5,1.83,1.0
Setka Cup,Ivan Kozachuk,Volodymyr Plishylo,Under U 76.5,1.83,1.0
Setka Cup,Lukas Rulc,Tomas Liska,Over O 77.5,1.83,1.0
Setka Cup,Ihor Dubinin,Myhailo Levytskii,Over O 75.5,1.83,0.0
Setka Cup,Daniil Yevdokymov,Vitalii Korniichuk,Over O 75.5,1.83,0.0
Setka Cup,Oleh Miklukha,Maksym Stetsenko,Over O 75.5,1.83,1.0
Setka Cup,Oleksandr Ovsiienko,Oleh Ponomarenko,Under U 75.5,1.83,0.0
Setka Cup,Michal Makara,Lukas Rulc,Over O 77.5,1.83,0.0
Setka Cup,Mykhailo Khalenko,Daniil Yevdokymov,Over O 72.5,1.83,0.0
Setka Cup,Maksym Stetsenko,Fedir Voinarovskyi,Over O 76.5,1.83,0.0
Setka Cup,Oleh Miklukha,Vitalii Korniichuk,Over O 75.5,1.83,0.0
Setka Cup,Ivan Kozachuk,Ruslan Haiseniuk,Under U 74.5,1.83,1.0
Setka Cup,Mykhailo Khalenko,Maksym Stetsenko,Over O 73.5,1.83,1.0
Setka Cup,Dmytro Zeniuk,Mykhailo Kistechko,Over O 74.5,1.83,0.0
Setka Cup,Ondrej Mezera,Petr Semrad,Over O 77.5,1.83,0.0
Setka Cup,Volodymyr Plishylo,Ruslan Haiseniuk,Under U 76.5,1.83,1.0
Setka Cup,Mykhailo Khalenko,Oleh Miklukha,Over O 73.5,1.83,0.0
Setka Cup,Maksym Stetsenko,Vitalii Korniichuk,Over O 74.5,1.83,1.0
Setka Cup,Daniil Yevdokymov,Fedir Voinarovskyi,Over O 76.5,1.83,0.0
Setka Cup,Oleg Sapuzhak,Oleh Savenkov,Under U 71.5,1.83,1.0
Setka Cup,Vitalii Boyko,Orest Hura,Under U 76.5,1.83,
Setka Cup,Pavlo Lavrynenko,Evhenii Hrytsenko,Under U 76.5,1.83,1.0
Setka Cup,Illia Hubariev,Igor Shyndel,Under U 59.5,1.83,1.0
Setka Cup,Oleksandr Ziakun,Oleksandr Lyman,Under U 77.5,1.83,
Setka Cup,Vitalii Boyko,Oleh Napirko,Under U 75.5,1.83,0.0
Setka Cup,Roman Cherevko,Yevhen Masko,Under U 75.5,1.83,1.0
Setka Cup,Illia Hubariev,Roman Horokh,Under U 70.5,1.83,0.0
Setka Cup,Roman Bihun,Serhii Kryvoshyi,Under U 76.5,1.83,1.0
Setka Cup,Serhii Aristarkhov,Oleksandr Lyman,Under U 70.5,1.83,1.0
Setka Cup,Eduard Populovskyi,Sergii Skhabitskiy,Over O 75.5,1.83,0.0
Setka Cup,Dmytro Yurkov,Roman Horokh,Under U 74.5,1.83,1.0
Setka Cup,Roman Pomin,Pavlo Lavrynenko,Over O 77.5,1.83,0.0
Setka Cup,Oleh Kuzyshyn,Evhenii Hrytsenko,Under U 75.5,1.83,0.0
Setka Cup,Oleg Sapuzhak,Serhii Kryvoshyi,Under U 76.5,1.83,1.0
Setka Cup,Oleksandr Ziakun,Volodymyr Tatarnykov,Over O 74.5,1.83,1.0
Setka Cup,Vitalii Boyko,Yaroslav Kravets,Under U 75.5,1.83,1.0
Setka Cup,Valerii Kolesnykov,Sergii Skhabitskiy,Under U 78.5,1.83,
Setka Cup,Oleg Sapuzhak,Roman Bihun,Under U 75.5,1.83,0.0
Setka Cup,Oleksandr Gomilko,Oleksandr Melashenko,Under U 75.5,1.83,0.0
Setka Cup,Vladyslav Kovalchuk,Mykola Slozka,Under U 77.5,1.83,0.0
Setka Cup,Yurii Parahailo,Vladyslav Kovalchuk,Under U 75.5,1.83,1.0
Setka Cup,Volodymyr Tatarnykov,Artem Kasyanov,Over O 73.5,1.83,0.0
Setka Cup,Oleh Kuzyshyn,Evhenii Hrytsenko,Under U 77.5,1.83,0.0
Setka Cup,Oleh Bindas,Denys Pesternikov,Under U 77.5,1.83,1.0
Setka Cup,Oleh Savenkov,Serhii Kryvoshyi,Under U 75.5,1.83,1.0
Setka Cup,Igor Shyndel,Illia Hubariev,Under U 59.5,1.83,0.0
Setka Cup,Ivan Kozachuk,Yaroslav Kravets,Under U 75.5,1.83,0.0
Setka Cup,Roman Mazur,Oleg Sapuzhak,Under U 75.5,1.83,1.0
Setka Cup,Pavlo Lavrynenko,Evhenii Hrytsenko,Under U 78.5,1.83,1.0
Setka Cup,Volodymyr Tatarnykov,Ivan Fedoryshyn,Over O 71.5,1.83,0.0
Setka Cup,Serhii Ponomarenko,Roman Horokh,Under U 66.5,1.83,1.0
Setka Cup,Oleh Napirko,Oleh Bindas,Under U 71.5,1.83,0.0
Setka Cup,Ivan Kozachuk,Denys Pesternikov,Under U 78.5,1.83,1.0
Setka Cup,Yaroslav Kovshun,Oleksandr Cherkas,Over O 78.5,1.83,0.0
Setka Cup,Oleh Kuzyshyn,Daniil Habrelyan,Over O 73.5,1.83,0.0
Setka Cup,Serhii Ponomarenko,Illia Hubariev,Under U 74.5,1.83,0.0
Setka Cup,Oleh Bindas,Yaroslav Kravets,Under U 76.5,1.83,1.0
Setka Cup,Eduard Populovskyi,Dmytro Patalakha,Under U 77.5,1.83,1.0
Setka Cup,Roman Mazur,Serhii Kryvoshyi,Under U 76.5,1.83,0.0
Setka Cup,Igor Shyndel,Roman Horokh,Under U 76.5,1.83,0.0
Setka Cup,Serhii Kyienko,Andrii Obishchenko,Under U 78.5,1.83,1.0
Setka Cup,Oleh Savenkov,Oleg Sapuzhak,Under U 71.5,1.83,1.0
Setka Cup,Ivan Kozachuk,Oleh Bindas,Under U 77.5,1.83,1.0
Setka Cup,Dmytro Prylepa,Artem Kasyanov,Over O 71.5,1.83,1.0
Setka Cup,Serhii Ponomarenko,Igor Shyndel,Under U 61.5,1.83,1.0
Setka Cup,Andrii Obishchenko,Oleksandr Cherkas,Over O 76.5,1.83,0.0
Setka Cup,Roman Mazur,Oleh Savenkov,Under U 76.5,1.83,0.0
Setka Cup,Pavlo Lavrynenko,Daniil Habrelyan,Over O 76.5,1.83,1.0
Setka Cup,Illia Hubariev,Roman Horokh,Under U 70.5,1.83,0.0
Setka Cup,Ivan Kozachuk,Oleh Napirko,Under U 76.5,1.83,1.0
Setka Cup,Oleksandr Lipeiko,Dmytro Patalakha,Under U 77.5,1.83,1.0
Setka Cup,Eduard Populovskyi,Oleksandr Lipeiko,Under U 77.5,1.83,0.0
Setka Cup,Oleh Plyska,Stepan Kalensky,Over O 78.5,1.83,1.0
Setka Cup,Yaroslav Kovshun,Serhii Kyienko,Under U 77.5,1.83,1.0
Setka Cup,Serhii Kryvoshyi,Oleg Sapuzhak,Under U 75.5,1.83,1.0
Setka Cup,Pavel Hala,Petr Provaznik,Over O 76.5,1.83,1.0
Setka Cup,Filip Kubos,Stepan Kalensky,Over O 75.5,1.83,1.0
Setka Cup,Vitalii Ananiev,Ihor Torhachov,Over O 72.5,1.83,1.0
Setka Cup,Serhii Priadko,Ihor Serdiuk,Under U 74.5,1.83,1.0
Setka Cup,Viktor Ziakun,Ihor Torhachov,Under U 76.5,1.83,0.0
Setka Cup,Vladyslav Kovalchuk,Ruslan Novak,Over O 72.5,1.83,
Setka Cup,Tomas Stejskal,Martin Vorel,Under U 76.5,1.83,0.0
Setka Cup,Viktor Ziakun,Ihor Serdiuk,Under U 73.5,1.83,0.0
Setka Cup,Valentyn Kurliuk,Ihor Sorochan,Over O 73.5,1.83,1.0
Setka Cup,Ruslan Novak,Mykola Slozka,Over O 74.5,1.83,0.0
Setka Cup,Serhii Priadko,Ihor Torhachov,Under U 77.5,1.83,0.0
Setka Cup,Volodymyr Korobko,Vladyslav Kovalchuk,Under U 74.5,1.83,1.0
Setka Cup,Dmytro Shchegelskyi,Ruslan Novak,Over O 76.5,1.83,1.0
Setka Cup,Viktor Ziakun,Serhii Priadko,Under U 76.5,1.83,1.0
Setka Cup,Vladyslav Kovalchuk,Yurii Parahailo,Under U 75.5,1.83,1.0
Setka Cup,Ihor Serdiuk,Ihor Torhachov,Under U 76.5,1.83,0.0
Setka Cup,Jan Vrnak,Marcel Cmil,Over O 73.5,1.83,1.0
Setka Cup,Radovan Pisa,Michal Makara,Under U 75.5,1.83,1.0
Setka Cup,Serhii Solomko,Oleksandr Leonenko,Under U 76.5,1.83,0.0
Setka Cup,Jan Vrnak,Martin Holub,Under U 75.5,1.83,1.0
Setka Cup,Stefan Yakimenko,Oleksandr Leonenko,Under U 77.5,1.83,1.0
Setka Cup,Vitalii Levshyn,Roman Zholubak,Over O 72.5,1.83,1.0
Setka Cup,Serhii Solomko,Stefan Yakimenko,Under U 77.5,1.83,1.0
Setka Cup,Oleksandr Mishchenko,Oleksandr Dukhovenko,Under U 75.5,1.83,0.0
Setka Cup,Yaroslav Stepanchuk,Hryhorii Kulishov,Under U 77.5,1.83,1.0
Setka Cup,Pavel Plakushchyi,Artem Chepurnyi,Under U 76.5,1.83,1.0
Setka Cup,Yaroslav Stepanchuk,Vitalii Kobets,Under U 76.5,1.83,0.0
Setka Cup,Pavel Plakushchyi,Oleksandr Dukhovenko,Under U 73.5,1.83,1.0
Setka Cup,Vitalii Levshyn,Dmytro Zeniuk,Over O 68.5,1.83,1.0
Setka Cup,Pavel Plakushchyi,Oleksandr Mishchenko,Under U 76.5,1.83,0.0
Setka Cup,Oleksandr Mishchenko,Oleksii Hrymovskyi,Under U 75.5,1.83,1.0
Setka Cup,Mykhailo Khalenko,Fedir Voinarovskyi,Over O 75.5,1.83,1.0
Setka Cup,Roman Tveritinov,Serhii Miroshnychenko,Under U 76.5,1.83,1.0
Setka Cup,Jan Rochowanski,Josef Chalupa,Over O 75.5,1.83,1.0
Setka Cup,Ihor Sorochan,Viacheslav Simchuk,Over O 70.5,1.83,1.0
Setka Cup,Marek Drbohlav,Ondrej Mezera,Over O 77.5,1.83,1.0
Setka Cup,Daniil Yevdokymov,Fedir Voinarovskyi,Over O 76.5,1.83,1.0
Setka Cup,Lukas Rulc,Tomas Liska,Over O 77.5,1.83,1.0
Setka Cup,Ondrej Kaderabek,Ondrej Mezera,Over O 75.5,1.83,1.0
Setka Cup,Oleksandr Leonenko,Stefan Yakimenko,Under U 77.5,1.83,1.0
Setka Cup,Mykhailo Vivatenko,Bohdan Plakhtyi,Over O 74.5,1.83,0.0
Setka Cup,Jan Rochowanski,Tomas Liska,Over O 77.5,1.83,1.0
Setka Cup,Mykola Pohorilyi,Ihor Sorochan,Over O 76.5,1.83,0.0
Setka Cup,Kostiantyn Klymenko,Andrii Kurtenko,Under U 75.5,1.83,1.0
Setka Cup,Lukas Rulc,Josef Chalupa,Over O 77.5,1.83,0.0
Setka Cup,Yurii Zvolynskyi,Viacheslav Simchuk,Over O 73.5,1.83,0.0
Setka Cup,Ruslan Novak,Vladyslav Kovalchuk,Over O 71.5,1.83,1.0
Setka Cup,Serhii Solomko,Stefan Yakimenko,Under U 77.5,1.83,0.0
Setka Cup,Jan Rochowanski,Lukas Rulc,Over O 77.5,1.83,0.0
Setka Cup,Ihor Sorochan,Vasyl Matviichuk,Over O 71.5,1.83,1.0
Setka Cup,Ondrej Mezera,Dominik Horak,Over O 77.5,1.83,1.0
Setka Cup,Maksym Stetsenko,Fedir Voinarovskyi,Over O 75.5,1.83,1.0
Setka Cup,Oleksandr Leonenko,Kostiantyn Klymenko,Under U 75.5,1.83,0.0
Setka Cup,Roman Tveritinov,Oleh Kurylenko,Under U 75.5,1.83,1.0
Setka Cup,Serhii Solomko,Andrii Kurtenko,Under U 77.5,1.83,1.0
Setka Cup,Daniil Yevdokymov,Maksym Stetsenko,Over O 73.5,1.83,0.0
Setka Cup,Tadeas Bertho,Filip Kubos,Over O 75.5,1.83,1.0
Setka Cup,Kostiantyn Klymenko,Stefan Yakimenko,Under U 76.5,1.83,0.0
Setka Cup,Fedir Voinarovskyi,Vitalii Korniichuk,Over O 76.5,1.83,0.0
Setka Cup,Serhii Solomko,Kostiantyn Klymenko,Under U 76.5,1.83,0.0
Setka Cup,Oleksandr Ziakun,Roman Tveritinov,Under U 76.5,1.83,0.0
Setka Cup,Pavel Moulis,Filip Kubos,Over O 75.5,1.83,0.0
Setka Cup,Oleksandr Leonenko,Andrii Kurtenko,Under U 75.5,1.83,1.0
Setka Cup,Vladyslav Kovalchuk,Dmytro Shchegelskyi,Under U 77.5,1.83,0.0
Setka Cup,Oleksandr Ovsiienko,Fedir Voinarovskyi,Over O 76.5,1.83,1.0
Setka Cup,Serhii Solomko,Oleksandr Leonenko,Under U 76.5,1.9,1.0
Setka Cup,Andrii Kurtenko,Stefan Yakimenko,Under U 75.5,1.83,1.0
Setka Cup,Yuriy Melnyk,Viktor Kodola,Under U 72.5,1.83,1.0
Setka Cup,Oleksandr Zhurba,Andrii Datsenko,Under U 75.5,1.83,1.0
Setka Cup,Roman Horokh,Dmytro Yurkov,Under U 74.5,1.83,0.0
Setka Cup,Vitalii Levshyn,Roman Zholubak,Over O 72.5,1.83,0.0
Setka Cup,Anatolii Nikolenko,Yuriy Melnyk,Under U 73.5,1.83,1.0
Setka Cup,Serhii Ponomarenko,Dmytro Yurkov,Under U 61.5,1.83,1.0
Setka Cup,Dmytro Zeniuk,Vitalii Levshyn,Over O 68.5,1.83,0.0
Setka Cup,Oleg Varlamov,Oleksandr Strutinskiy,Over O 75.5,1.83,1.0
Setka Cup,Anatolii Nazarov,Yehor Riadynskyi,Under U 76.5,1.83,1.0
Setka Cup,Yuriy Melnyk,Evhenii Trehub,Under U 75.5,1.83,0.0
Setka Cup,Roman Horokh,Serhii Ponomarenko,Under U 66.5,1.83,1.0
Setka Cup,Oleg Varlamov,Yehor Riadynskyi,Under U 75.5,1.83,1.0
Setka Cup,Mykola Kulynych,Yuriy Melnyk,Under U 77.5,1.83,1.0
Setka Cup,Andrii Datsenko,Oleksandr Zhurba,Under U 75.5,1.83,1.0
Setka Cup,Valerii Merzlikin,Oleksandr Strutinskiy,Over O 75.5,1.83,1.0
Setka Cup,Lukas Veigl,Radovan Pisa,Under U 77.5,1.83,0.0
Setka Cup,Oleg Varlamov,Valerii Merzlikin,Over O 73.5,1.83,0.0
Setka Cup,Ivan Pytsko,Denys Kantarevych,Under U 76.5,1.83,0.0
Setka Cup,Yehor Riadynskyi,Oleksandr Strutinskiy,Under U 76.5,1.83,1.0
Setka Cup,Volodymyr Korobko,Denys Maltsev,Under U 75.5,2.0,
Setka Cup,Ivan Pytsko,Denys Maltsev,Under U 72.5,1.83,0.0
Setka Cup,Volodymyr Korobko,Yaroslav Tebenko,Under U 75.5,1.83,0.0
Setka Cup,Yaroslav Tebenko,Denys Maltsev,Under U 77.5,1.83,0.0
Setka Cup,Volodymyr Korobko,Denys Kantarevych,Under U 76.5,2.0,0.0
Setka Cup,Ivan Pytsko,Yaroslav Tebenko,Under U 75.5,1.83,1.0
Setka Cup,Denys Maltsev,Denys Kantarevych,Under U 74.5,1.83,0.0
Setka Cup,Ivan Pytsko,Volodymyr Korobko,Under U 75.5,1.83,
Setka Cup,Dmytro Rehotun,Oleksandr Naida,Under U 75.5,1.83,0.0
Setka Cup,Yaroslav Tebenko,Denys Kantarevych,Under U 78.5,1.83,1.0
Setka Cup,Sergii Skhabitskiy,Serhii Liashchevskyi,Under U 75.5,1.83,1.0
Setka Cup,Oleh Karpenko,Valerii Kolesnykov,Under U 75.5,1.83,0.0
Setka Cup,Maksym Hubenko,Oleksandr Syksa,Over O 77.5,1.83,0.0
Setka Cup,Oleh Volynets,Serhii Kyienko,Under U 76.5,1.83,1.0
Setka Cup,Oleksandr Mytsyk,Oleksandr Shyshman,Under U 74.5,1.83,0.0
Setka Cup,Anton Molochko,Vitalii Levshyn,Under U 76.5,1.83,1.0
Setka Cup,Sergii Skhabitskiy,Valerii Kolesnykov,Under U 77.5,1.83,0.0
Setka Cup,Stepan Grygorenko,Bohdan Zaika,Under U 77.5,1.83,1.0
Setka Cup,Oleksandr Strutinskiy,Mykhailo Sokur,Under U 76.5,1.83,0.0
Setka Cup,Oleksandr Shyshman,Serhii Liashchevskyi,Under U 75.5,1.83,1.0
Setka Cup,Oleh Karpenko,Oleksandr Mytsyk,Under U 75.5,1.83,0.0
Setka Cup,Maksym Hubenko,Artem Kasyanov,Over O 73.5,1.83,0.0
Setka Cup,Karel Jirousek,Martin Obraz,Under U 75.5,1.83,1.0
Setka Cup,Nazar Danyliuk,Anton Molochko,Under U 76.5,1.83,0.0
Setka Cup,Bohdan Zaika,Serhii Kyienko,Under U 75.5,1.83,0.0
Setka Cup,Oleg Varlamov,Mykhailo Sokur,Under U 76.5,1.83,1.0
Setka Cup,Sergii Skhabitskiy,Oleksandr Shyshman,Under U 75.5,1.83,0.0
Setka Cup,Jan Blazek,Karel Jirousek,Over O 74.5,1.83,1.0
Setka Cup,Dmytro Zeniuk,Vitalii Levshyn,Over O 68.5,1.83,1.0
Setka Cup,Anatolii Nazarov,Daniil Habrelyan,Under U 72.5,1.83,1.0
Setka Cup,Oleksandr Mytsyk,Valerii Kolesnykov,Under U 75.5,1.83,0.0
Setka Cup,Artem Kasyanov,Oleksandr Syksa,Over O 71.5,1.83,0.0
Setka Cup,Oleh Volynets,Bohdan Zaika,Under U 75.5,1.83,1.0
Setka Cup,Oleksandr Strutinskiy,Valerii Merzlikin,Over O 76.5,1.83,0.0
Setka Cup,Sergii Skhabitskiy,Oleksandr Mytsyk,Under U 74.5,1.83,0.0
Setka Cup,Viacheslav Simchuk,Serhii Honcharenko,Over O 73.5,1.83,1.0
Setka Cup,Yurii Volkov,Serhii Kyienko,Under U 75.5,1.83,1.0
Setka Cup,Oleh Karpenko,Oleksandr Shyshman,Under U 76.5,1.83,
Setka Cup,Oleh Volynets,Stepan Grygorenko,Under U 76.5,1.83,1.0
Setka Cup,Nazar Danyliuk,Vitalii Levshyn,Under U 76.5,1.83,1.0
Setka Cup,Valerii Kolesnykov,Serhii Liashchevskyi,Under U 75.5,1.83,1.0
Setka Cup,Yurii Volkov,Bohdan Zaika,Under U 77.5,1.83,1.0
Setka Cup,Oleg Varlamov,Valerii Merzlikin,Over O 74.5,1.83,1.0
Setka Cup,Sergii Skhabitskiy,Oleh Karpenko,Under U 77.5,1.83,0.0
Setka Cup,Oleksandr Mytsyk,Serhii Liashchevskyi,Under U 76.5,1.83,1.0
Setka Cup,Oleh Volynets,Yurii Volkov,Under U 75.5,1.83,1.0
Setka Cup,Anton Molochko,Roman Zholubak,Under U 72.5,1.83,0.0
Setka Cup,Vladyslav Stukalov,Oleksandr Bryzhevatyi,Over O 72.5,1.83,0.0
Setka Cup,Mykhailo Sokur,Daniil Habrelyan,Under U 74.5,1.83,1.0
Setka Cup,Oleksandr Shyshman,Valerii Kolesnykov,Under U 77.5,1.83,1.0
Setka Cup,Stepan Grygorenko,Serhii Kyienko,Under U 77.5,1.83,1.0
Setka Cup,Oleg Varlamov,Oleksandr Strutinskiy,Over O 75.5,1.83,1.0
Setka Cup,Oleg Sapuzhak,Denys Kozoriz,Under U 75.5,1.83,0.0
Setka Cup,Anatolii Dulich,Ilia Ostryi,Under U 75.5,1.83,0.0
Setka Cup,Vitalii Mukhin,Oleksandr Bryzhevatyi,Under U 76.5,1.83,1.0
Setka Cup,Valerii Merzlikin,Daniil Habrelyan,Over O 75.5,1.83,0.0
Setka Cup,Roman Mazur,Andriy Didyk,Under U 76.5,1.83,0.0
Setka Cup,Oleh Ponomarenko,Mykola Chornobai,Over O 76.5,1.83,1.0
Setka Cup,Anatolii Nazarov,Mykhailo Sokur,Under U 76.5,1.83,1.0
Setka Cup,Serhii Kryvoshyi,Oleh Savenkov,Under U 75.5,1.83,1.0
Setka Cup,Yaroslav Tebenko,Denys Kantarevych,Under U 78.5,1.83,0.0
Setka Cup,Oleg Sapuzhak,Andriy Didyk,Under U 76.5,1.83,1.0
Setka Cup,Oleh Savenkov,Denys Kozoriz,Under U 73.5,1.83,1.0
Setka Cup,Andrii Datsenko,Oleksandr Zhurba,Under U 75.5,1.83,0.0
Setka Cup,Denys Kantarevych,Ilia Ostryi,Under U 76.5,1.83,1.0
Setka Cup,Roman Mazur,Serhii Kryvoshyi,Under U 77.5,1.83,0.0
Setka Cup,Vladyslav Stukalov,Mykola Chornobai,Over O 75.5,1.83,0.0
Setka Cup,Oleg Sapuzhak,Oleh Savenkov,Under U 71.5,1.83,1.0
Setka Cup,Oleksandr Zhurba,Andrii Datsenko,Under U 75.5,1.83,1.0
Setka Cup,Serhii Kryvoshyi,Andriy Didyk,Under U 74.5,1.83,1.0
Setka Cup,Yaroslav Tebenko,Ivan Pytsko,Under U 75.5,1.83,0.0
Setka Cup,Vladyslav Stukalov,Oleh Ponomarenko,Over O 75.5,1.83,0.0
Setka Cup,Oleksandr Bryzhevatyi,Mykola Chornobai,Over O 74.5,1.83,0.0
Setka Cup,Oleg Sapuzhak,Serhii Kryvoshyi,Under U 75.5,1.83,0.0
Setka Cup,Roman Mazur,Oleh Savenkov,Under U 76.5,1.83,1.0
Setka Cup,Ivan Pytsko,Ilia Ostryi,Under U 76.5,1.83,0.0
Setka Cup,Oleg Sapuzhak,Roman Mazur,Under U 75.5,1.83,1.0
Setka Cup,Yaroslav Tebenko,Ilia Ostryi,Under U 76.5,1.83,
Setka Cup,Oleh Savenkov,Andriy Didyk,Under U 72.5,1.83,1.0
Setka Cup,Denys Kantarevych,Ivan Pytsko,Under U 76.5,1.83,0.0
Setka Cup,Lukas Veigl,Radovan Pisa,Under U 77.5,1.83,1.0
Setka Cup,Serhii Chelpanov,Oleksandr Mishchenko,Under U 76.5,1.83,1.0
Setka Cup,Oleksandr Naida,Dmytro Rehotun,Under U 75.5,1.83,1.0
Setka Cup,Oleh Napirko,Viktor Slozka,Over O 71.5,1.83,
Setka Cup,Serhii Berezynskyi,Gregory Kuzmenko,Over O 74.5,1.83,
Setka Cup,Viktor Slozka,Serhii Berezynskyi,Over O 68.5,1.83,
Setka Cup,Eduard Rubtsov,Spartak Abalmaz,Under U 77.5,1.83,1.0
Setka Cup,Serhii Chelpanov,Artem Chepurnyi,Under U 76.5,1.83,1.0
Setka Cup,Andriy Didyk,Denys Kozoriz,Under U 74.5,1.83,1.0
Setka Cup,Oleksandr Mytsyk,Oleh Karpenko,Under U 77.5,1.83,1.0
Setka Cup,Anatolii Dulich,Denys Kantarevych,Over O 74.5,1.83,0.0
Setka Cup,Ivan Pytsko,Denys Maltsev,Under U 72.5,1.83,1.0
Setka Cup,Lukas Adam,Vojtech Grubr,Under U 77.5,1.83,1.0
Setka Cup,Denys Khavanskyi,Sergii Skhabitskiy,Under U 75.5,1.83,1.0
Setka Cup,Viktor Hyriavyi,Mykola Pohorilyi,Over O 63.5,1.83,1.0
Setka Cup,Ihor Torhachov,Viktor Ziakun,Under U 76.5,1.83,1.0
Setka Cup,Yaroslav Tebenko,Oles Kotsyumbas,Under U 77.5,1.83,0.0
Setka Cup,Andriy Didyk,Oleh Savenkov,Under U 72.5,1.83,1.0
